node,index,country,continent,industry,foundation,target_status,bipartite,id,eigen_max,pages_max,degcen_max,bet_max,avg_max,dis_mean,newman_max,vote_min
Meridica,525948.0,United Kingdom,Europe,Medical Equipment & Supplies,2001.0,Acquired,1,9568,,,,,,,,
BioMedion,499632.0,Germany,Europe,Healthcare Software,2000.0,Alive / Active,1,9574,0.018196519510188858,0.0009473171896765023,0.02434144714904968,0.002426002875640611,85.58904109589041,,0.35782181076179786,0.35782181076179786
CBT,501742.0,United Kingdom,Europe,Biotechnology,2001.0,Acquired,1,9575,0.04800898464321431,0.0013133501906829488,0.028456913827655313,0.0033923281315929627,68.1830985915493,,0.3661118194990276,0.3661118194990276
Auilix Biopharma,497530.0,United States,North America,Drug Development,2000.0,Dead / Inactive,1,9580,,,,,,,,
Oxford Diffraction,532347.0,United Kingdom,Europe,Disease Diagnosis,2001.0,Acquired,1,9581,0.044196269717442865,0.0023686468935407933,0.06668889629876625,0.009839608115402349,87.65671641791046,,0.3991403493846801,0.3991403493846801
Biosino,500022.0,China,Asia,Drug Development,2001.0,IPO / Went public,1,9585,2.3036086050126362e-33,0.00035186488388458837,0.0007039774727208728,0.0,2.0,,0.0007039774727208728,0.0007039774727208728
Culture Screening,505796.0,Denmark,Europe,Drug Development,2000.0,Dead / Inactive,1,9586,,,,,,,,
GemacBio,514096.0,France,Europe,Biotechnology,2001.0,Alive / Active,1,9587,,,,,,,,
LDR,525593.0,United States,North America,Medical Devices & Equipment,2000.0,IPO / Went public,1,9591,,,,,,,,
Selecore,537911.0,Germany,Europe,Biotechnology,2001.0,Dead / Inactive,1,9592,0.004622119836303586,0.0005255666022513513,0.011670556852284094,0.002063425466857421,61.31428571428572,,0.32700355434444744,0.32700355434444744
StemSource,541939.0,United States,North America,Biotechnology,2001.0,Acquired,1,9593,0.015374196468861909,0.001093862426767432,0.02600866955651884,0.0071183105913622015,69.41025641025641,,0.36281973675916224,0.36281973675916224
Solea,541313.0,Netherlands,Europe,Biotechnology,2001.0,Alive / Active,1,9594,0.001913182043108874,0.0002226561615557041,0.0033178500331785005,0.00012356807332269,61.9,,0.30029648938396164,0.30029648938396164
DxS,508390.0,United Kingdom,Europe,Medical Facilities & Services,2001.0,Acquired,1,9601,2.278471080537875e-06,8.165963131043893e-05,0.00033178500331785003,0.0,9.0,,0.20016658264742804,0.20016658264742804
Triton Biosystems,5723.0,United States,North America,Medical Devices & Equipment,2001.0,Acquired,1,9603,,,,,,,,
Medgenics,12876.0,United States,North America,Drug Delivery,2000.0,IPO / Went public,1,9606,,,,,,,,
Sensera,40761.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9609,,,,,,,,
Abeta,493050.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9614,,,,,,,,
Injectile Technologies,519455.0,Germany,Europe,Drug Delivery,2000.0,Dead / Inactive,1,9617,4.088887852254401e-34,0.00035880875493362035,0.0010768126346015793,0.0,3.0,,0.0010768126346015793,0.0010768126346015793
vectron therapeutics,549334.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9618,,,,,,,,
Chlorogen,42792.0,United States,North America,Biotechnology,2002.0,Alive / Active,1,9621,0.0038214441203844453,0.000656842404522283,0.006778566817301484,0.005927204375377335,30.619047619047624,,0.2791514258315678,0.2791514258315678
Kourion Therapeutics,523226.0,Germany,Europe,Biotechnology,2000.0,Acquired,1,9625,3.4926810565996163e-32,0.0003333333333333333,0.0006668889629876625,0.0,2.0,,0.0006668889629876625,0.0006668889629876625
Akceli,42123.0,United States,North America,Biotechnology,2000.0,Alive / Active,1,9635,0.04410307335657812,0.0017038500133034573,0.046449900464499004,0.005626388921203961,140.0,,0.37959173547681213,0.37959173547681213
Critical Therapeutics,26926.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Acquired,1,9636,0.006574693789507554,0.0003932887115684537,0.007214428857715431,0.0006334253405995546,48.944444444444436,,0.32339611744167485,0.32339611744167485
Novacea,1256.0,United States,North America,Biotechnology,2001.0,IPO / Went public,1,9639,0.007087181005004681,0.0004783173698402051,0.011670556852284094,0.0004599406865180156,79.05714285714286,,0.3323051952508552,0.3323051952508552
Sopherion,9196.0,United States,North America,Pharmaceuticals / Drugs,2001.0,Alive / Active,1,9640,,,,,,,,
Protiva Biotherapeutics,40342.0,United States,North America,Biotechnology,2000.0,Acquired,1,9641,,,,,,,,
CAS innovations,502438.0,Germany,Europe,Healthcare Software,2001.0,Acquired,1,9666,0.03704873564238422,0.0008617100710193588,0.02488387524883875,0.003192704453536157,109.69333333333331,,0.35655277904458216,0.35655277904458216
Inoxell,520740.0,Denmark,Europe,Drug Development,2001.0,Dead / Inactive,1,9671,,,,,,,,
OncoMab,530168.0,Germany,Europe,Biotechnology,2001.0,Acquired,1,9673,0.008043888929991722,0.0007689117424295423,0.0160053351117039,0.005004993634534571,75.92307692307692,,0.3406764727315286,0.3406764727315286
Sensovation,537892.0,Germany,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9675,,,,,,,,
Vivotec,550260.0,Germany,Europe,Biotechnology,2001.0,Dead / Inactive,1,9677,,,,,,,,
Bioreact,500023.0,Germany,Europe,Disease Diagnosis,2000.0,Alive / Active,1,9685,,,,,,,,
Acolyte,493382.0,United Kingdom,Europe,Disease Diagnosis,2000.0,Acquired,1,9691,,,,,,,,
BioVirase,500165.0,Israel,Asia,Disease Diagnosis,2000.0,Dead / Inactive,1,9692,0.004174412868823096,0.000202264702054442,0.0032981530343007912,1.166075242001548e-05,63.7,,0.28532246358151364,0.28532246358151364
Endocube,510310.0,France,Europe,Biotechnology,2001.0,Dead / Inactive,1,9693,0.03406337533675246,0.0010842958987407206,0.027869940278699403,0.00892173447293918,92.4761904761905,,0.363898158717294,0.363898158717294
Xceed Molecular,550245.0,Canada,North America,Drug Development,2001.0,Acquired,1,9699,0.007079872996015391,0.0003910928708607369,0.00985568461809222,0.0001224761888892067,94.64285714285714,,0.3294919770316181,0.3294919770316181
Ionix Pharmaceuticals,519420.0,United Kingdom,Europe,Drug Development,2001.0,Acquired,1,9702,,,,,,,,
Aponetics,495778.0,Switzerland,Europe,Drug Development,2000.0,Dead / Inactive,1,9703,,,,,,,,
AngioGenetics,495053.0,Sweden,Europe,Biotechnology,2001.0,Dead / Inactive,1,9707,,,,,,,,
G2M,513882.0,Germany,Europe,Pharmaceuticals / Drugs,2001.0,Acquired,1,9708,1.1983295916505553e-05,0.00023912857461951133,0.00099535500995355,0.0006137967502468291,8.333333333333334,,0.2210462201790917,0.2210462201790917
Xanodyne Pharmaceuticals,1888.0,United States,North America,Pharmaceuticals / Drugs,2000.0,Alive / Active,1,9711,,,,,,,,
Immune Regulation,518131.0,United Kingdom,Europe,Biotechnology,2001.0,Alive / Active,1,9712,0.008797793983614336,0.0007829285999095157,0.01638176638176638,0.0016849100545086651,56.60869565217392,,0.34290203260791496,0.34290203260791496
Momenta Pharmaceuticals,15996.0,United States,North America,Biotechnology,2001.0,Acquired,1,9715,0.012147517118970335,0.0016552296918148008,0.019260639950295123,0.009302144773057656,38.0,,0.2900220514236088,0.2900220514236088
Respirics,40527.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9716,0.0101803696762843,0.0006926072172426022,0.017339113037679224,0.0011449814939587374,118.3913043478261,,0.3501801276702485,0.3501801276702485
Infinity Pharmaceuticals,6695.0,United States,North America,Drug Discovery,2001.0,IPO / Went public,1,9718,0.016086355841017724,0.0008299330223439673,0.02267422474158053,0.0013790770566051035,87.5,,0.3562185358459609,0.3562185358459609
Matrix MicroScience,527767.0,United Kingdom,Europe,Disease Diagnosis,2000.0,Alive / Active,1,9725,,,,,,,,
Medelle,525199.0,United States,North America,Stealth Mode,2001.0,Dead / Inactive,1,9730,,,,,,,,
Novia Pharmaceuticals,531490.0,Israel,Asia,Pharmaceuticals / Drugs,2001.0,Dead / Inactive,1,9731,,,,,,,,
Etransmedia Technology,31606.0,United States,North America,Healthcare Software,2000.0,Acquired,1,9735,,,,,,,,
Merska,527472.0,Netherlands,Europe,Drug Development,2001.0,Dead / Inactive,1,9736,,,,,,,,
Shanghai Genomics,539859.0,China,Asia,Biotechnology,2001.0,Alive / Active,1,9740,,,,,,,,
DeepBreeze,506895.0,Israel,Asia,Medical Devices & Equipment,2001.0,Alive / Active,1,9742,0.01812074984952935,0.0008921355831407974,0.013358185771978877,0.003384805264381541,63.91666666666666,,0.3007409950785632,0.3007409950785632
ViniBios,549170.0,Denmark,Europe,Biotechnology,2001.0,Alive / Active,1,9744,,,,,,,,
WideMed,550851.0,Israel,Asia,Healthcare Software,2000.0,IPO / Went public,1,9745,,,,,,,,
FORUM Pharmaceuticals,12749.0,United States,North America,Biotechnology,2001.0,Dead / Inactive,1,9748,,,,,,,,
Amphora Discovery Corporation,42213.0,United States,North America,Biotechnology,2001.0,Acquired,1,9749,,,,,,,,
Hiberna,516922.0,Germany,Europe,Pharmaceuticals / Drugs,2000.0,Dead / Inactive,1,9751,,,,,,,,
Cellartis,502911.0,Sweden,Europe,Biotechnology,2001.0,Acquired,1,9753,,,,,,,,
RFE Pharma,536539.0,United States,North America,Biotechnology,2001.0,Dead / Inactive,1,9755,,,,,,,,
Amphora Discovery,495388.0,United States,North America,Biotechnology,2001.0,Dead / Inactive,1,9757,,,,,,,,
Aureon Laboratories,4988.0,United States,North America,Disease Diagnosis,2001.0,Dead / Inactive,1,9764,,,,,,,,
Centagenetix,42733.0,United States,North America,Biotechnology,2001.0,Acquired,1,9765,,,,,,,,
Hepaticus,516476.0,United States,North America,Biotechnology,2003.0,Dead / Inactive,1,9793,,,,,,,,
Medisafegate,525507.0,Switzerland,Europe,Medical Facilities & Services,2001.0,Dead / Inactive,1,9796,0.0398577941393652,0.0011101347792758585,0.030010003334444806,0.009598086638441502,127.45161290322581,,0.3771093167321406,0.3771093167321406
ParAllele BioScience,45048.0,United States,North America,Biotechnology,2000.0,Acquired,1,9800,,,,,,,,
Dr. Andre Rieks,507880.0,Germany,Europe,Drug Development,2000.0,Dead / Inactive,1,9801,,,,,,,,
Thetis-IBN,545182.0,Germany,Europe,Drug Development,2001.0,Dead / Inactive,1,9805,0.004004819514254581,0.00036730274035199446,0.007299270072992701,0.0006278160528640611,68.68181818181819,,0.3152360653745829,0.3152360653745829
Biomat Applications,499987.0,Netherlands,Europe,Medical Devices & Equipment,2001.0,Dead / Inactive,1,9812,0.001589334218887299,0.0002129930727440145,0.003001000333444481,0.000687926989800285,71.44444444444444,,0.3067402685029232,0.3067402685029232
Haptogen,516966.0,United Kingdom,Europe,Biotechnology,2001.0,Alive / Active,1,9813,0.019780809226204232,0.0006946996170940837,0.017252820172528202,0.003396426574812323,86.07692307692308,,0.3422622761552041,0.3422622761552041
Sardinia Genomics,537538.0,Italy,Europe,Biotechnology,2001.0,Alive / Active,1,9816,0.02384920081287597,0.0018701738901700726,0.047870468145019364,0.007089287362508992,76.22222222222223,,0.3729956818030341,0.3729956818030341
Surgical Connection,544430.0,United States,North America,Medical Devices & Equipment,2001.0,Dead / Inactive,1,9817,,,,,,,,
Ablynx,6844.0,Belgium,Europe,Drug Development,2001.0,Acquired,1,9818,,,,,,,,
CePeP,502979.0,Sweden,Europe,Drug Development,2001.0,Acquired,1,9820,,,,,,,,
EVP,509924.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9822,0.06954058408202117,0.002277598024961257,0.060020006668889625,0.012439361152731936,100.29268292682929,,0.39280573686262943,0.39280573686262943
InGen BioSciences,520466.0,France,Europe,Drug Development,2001.0,Acquired,1,9824,,,,,,,,
Ionalytics,519300.0,Canada,North America,Drug Development,2001.0,Acquired,1,9827,,,,,,,,
Pronostics,533966.0,United Kingdom,Europe,Biotechnology,2000.0,Dead / Inactive,1,9828,0.011871145973595522,0.0011110710935831245,0.024674891630543514,0.005429471802091847,76.68888888888887,,0.3596366712139139,0.3596366712139139
AgeLab Pharma,494125.0,Germany,Europe,Pharmaceuticals / Drugs,2001.0,Dead / Inactive,1,9830,0.0003681917404694728,0.00024352250101245386,0.003167898627243928,0.0006904341833665557,25.444444444444446,,0.2737841305596871,0.2737841305596871
Rinat Neuroscience,45474.0,United States,North America,Drug Discovery,2001.0,Acquired,1,9831,,,,,,,,
Warren Pharmaceuticals,550001.0,United States,North America,Biotechnology,2001.0,Alive / Active,1,9835,9.108776717268844e-05,0.000411625410396837,0.002815909890883492,0.001990481559231394,9.375,,0.2481633576254439,0.2481633576254439
Xpogen,551800.0,United States,North America,Healthcare Software,2000.0,Dead / Inactive,1,9836,4.61840752359484e-37,0.00035186488388458837,0.00035198873636043646,0.0,1.0,,0.00035198873636043646,0.00035198873636043646
Endogeny Bio,509377.0,United States,North America,Biotechnology,2001.0,Dead / Inactive,1,9839,,,,,,,,
Nuevolution,16676.0,Denmark,Europe,Drug Discovery,2001.0,Acquired,1,9844,,,,,,,,
Catchmabs,502347.0,Netherlands,Europe,Biotechnology,2000.0,Dead / Inactive,1,9853,,,,,,,,
Borean Pharma,500694.0,Denmark,Europe,Biotechnology,2001.0,Assets Purchased,1,9856,0.00027844885442154587,0.00013551118803798717,0.0020006668889629873,0.0,34.0,,0.2701626523020803,0.2701626523020803
Pharmatory,532774.0,Finland,Europe,Medical Facilities & Services,2001.0,Alive / Active,1,9857,,,,,,,,
Mamea Imaging,524227.0,Sweden,Europe,Medical Devices & Equipment,2000.0,Alive / Active,1,9858,0.007903349804741808,0.001125751243132926,0.019359380499824004,0.0085157197978503,55.45454545454545,,0.3474077261701171,0.3474077261701171
Sarossa Capital,21759.0,United Kingdom,Europe,Biotechnology,2001.0,Acquired,1,9860,,,,,,,,
Aptamera,496035.0,United States,North America,Biotechnology,2001.0,Acquired,1,9863,,,,,,,,
Healthcare Management Directions,41282.0,United States,North America,Medical Facilities & Services,2001.0,Alive / Active,1,9864,0.0005371529838939399,0.0002790593228250505,0.0035198873636043647,0.0003172581367535802,26.8,,0.28137449493230593,0.28137449493230593
D-Sense,506098.0,United Kingdom,Europe,Medical Equipment & Supplies,2001.0,Dead / Inactive,1,9865,,,,,,,,
iLIANT,518463.0,United States,North America,Healthcare Software,2000.0,Acquired,1,9866,,,,,,,,
Crystal Research,505689.0,Sweden,Europe,Drug Development,2001.0,Dead / Inactive,1,9867,,,,,,,,
LuKa OptoScope,524160.0,Denmark,Europe,Medical Devices & Equipment,2001.0,Dead / Inactive,1,9869,,,,,,,,
Amicogen,339304.0,South Korea,Asia,Biotechnology,2000.0,IPO / Went public,1,9881,,,,,,,,
Angenix,495640.0,United Kingdom,Europe,Medical Devices & Equipment,2001.0,Alive / Active,1,9885,5.709861453009187e-06,8.548391439211916e-05,0.0003334444814938313,0.0,5.0,,0.2178665932989123,0.2178665932989123
Celtic Catalysts,503229.0,United Kingdom,Europe,Biotechnology,2002.0,Alive / Active,1,9886,,,,,,,,
Design Medical,506875.0,United States,North America,Medical Devices & Equipment,2002.0,Alive / Active,1,9887,,,,,,,,
H-Phar,515575.0,Belgium,Europe,Pharmaceuticals / Drugs,2002.0,Alive / Active,1,9888,0.00038816113813539937,0.0005439281029987915,0.006687785990848293,0.0017600496185195087,16.263157894736842,,0.2755891661729424,0.2755891661729424
Imperial Medical Devices,519007.0,United Kingdom,Europe,,2001.0,Dead / Inactive,1,9889,0.012918837402759587,0.000421185133270201,0.010948905109489052,0.0005103587477607356,107.63636363636364,,0.32857004087520225,0.32857004087520225
NHB,528265.0,United States,North America,Medical Facilities & Services,2002.0,Dead / Inactive,1,9890,0.002345661904748775,0.0005290558906431877,0.00829462508294625,0.0019981813387104134,38.56,,0.3060337309635057,0.3060337309635057
PhotoBioChem,533018.0,Netherlands,Europe,Disease Diagnosis,2001.0,Acquired,1,9891,,,,,,,,
Poalis,533548.0,Denmark,Europe,Biotechnology,2001.0,Dead / Inactive,1,9892,,,,,,,,
ZGene,551271.0,Denmark,Europe,Biotechnology,2001.0,Dead / Inactive,1,9895,0.005990845712629578,0.0005665119165973062,0.0065237651444548,0.002159954954786592,38.285714285714285,,0.27946261362044506,0.27946261362044506
Abzena,20414.0,United Kingdom,Europe,Drug Development,2002.0,Alive / Active,1,9896,,,,,,,,
GPB Scientific,186389.0,United States,North America,Biotechnology,2002.0,Alive / Active,1,9898,,,,,,,,
VaxInnate Corporation,1804.0,United States,North America,Pharmaceuticals / Drugs,2002.0,Dead / Inactive,1,9899,,,,,,,,
LineaGen Research,19815.0,United States,North America,Medical Devices & Equipment,2002.0,Acquired,1,9900,,,,,,,,
TauRx Therapeutics,87175.0,Singapore,Asia,Drug Discovery,2002.0,Alive / Active,1,9903,,,,,,,,
Amynon Biotech,495370.0,Austria,Europe,Medical Equipment & Supplies,2002.0,Alive / Active,1,9909,5.161801075426e-05,0.0004133341122038825,0.003001000333444481,0.0006776558880367179,13.0,,0.2443011003357391,0.2443011003357391
iLIANT Corporation,43948.0,United States,North America,Medical Facilities & Services,2000.0,Acquired,1,9911,0.02306554371697985,0.003962865616827344,0.06389088298636038,0.05933917539537895,97.72222222222223,,0.39092974021600396,0.39092974021600396
Cranium Telemetrics,505610.0,Germany,Europe,Medical Devices & Equipment,2001.0,Acquired,1,9913,0.002995344930194263,0.00038301960579520096,0.007391763463569166,0.0009131157835367233,65.28571428571429,,0.3150948572993051,0.3150948572993051
Proteaxis,534872.0,France,Europe,Medical Facilities & Services,2000.0,Dead / Inactive,1,9914,0.026402081853078768,0.0012793555301326587,0.03467822607535845,0.0036672677256527455,98.76923076923076,,0.37123949575569576,0.37123949575569576
Sirenade,541919.0,Germany,Europe,Drug Development,2002.0,Acquired,1,9915,,,,,,,,
PhaseBio Pharmaceuticals,20367.0,United States,North America,Drug Development,2002.0,IPO / Went public,1,9921,,,,,,,,
Neurion Pharmaceuticals,528217.0,United States,North America,Biotechnology,2002.0,Assets Purchased,1,9924,0.0002631681069518704,0.0002348352401358956,0.002334111370456819,0.00020776327265859744,22.57142857142857,,0.2658374218771408,0.2658374218771408
