,Money raised,Pre-money valuation
5757,"€1,314,250",—
5758,—,—
5759,"$100,000",—
5760,"€2,408,313",—
5761,"$20,000",—
5762,"CN¥3,000,000",—
5763,"$350,000",—
5764,"$1,000,000",—
5765,"$1,620,000",—
5766,"$1,305,699","$27,000,000"
5767,"$3,380,000",—
5768,"¥300,000,000",—
5769,"$150,000",—
5770,"$1,000,000",—
5771,"£3,000,000",—
5772,—,—
5773,"€1,211,200",—
5774,—,—
5775,"$2,500,000","$5,000,000"
5776,"$100,000,000",—
5777,"$50,000,000",—
5778,"$500,000",—
5779,"$20,000,000",—
5780,"$15,000,000",—
5781,"$2,000,000",—
5782,"$3,750,000",—
5783,—,—
5784,"$5,900,000",—
5785,"$5,000,000",—
5786,"$12,400,000",—
5787,"CN¥3,000,000",—
5788,"$934,500",—
5789,"$315,000",—
5790,—,—
5791,—,—
5792,"£1,269,829","£12,882,457"
5793,"$10,000,000",—
5794,—,—
5795,—,—
5796,"$976,323",—
5797,"$150,000",—
5798,"£83,310",—
5799,"$500,000","$18,000,000"
5800,"$1,400,000",—
5801,"CN¥20,000,000",—
5802,"$40,000,000",—
5803,"$200,000,000","$1,800,000,000"
5804,"$3,100,000",—
5805,"$2,049,999",—
5806,"$750,000",—
5807,"$5,000,000",—
5808,"€3,000,000",—
5809,"£2,500,000",—
5810,"$100,000",—
5811,"$215,968",—
5812,"CN¥20,000,000",—
5813,"CN¥51,250,000",—
5814,"CN¥24,500,000",—
5815,"$800,000",—
5816,"$2,049,999",—
5817,"$400,000",—
5818,"$3,200,022",—
5819,"$3,100,000",—
5820,"$13,000,000",—
5821,"$580,044",—
5822,"€60,000",—
5823,"$760,000",—
5824,"$20,000,000",—
5825,"$50,000",—
5826,"$6,500,000",—
5827,"$13,600,000",—
5828,"$1,163,000",—
5829,"$43,200,000",—
5830,"$1,200,000",—
5831,"$1,800,000",—
5832,"CN¥49,500,000",—
5833,"CN¥30,000,000",—
5834,"$1,000,000",—
5835,"$1,750,000",—
5836,"$6,000,000",—
5837,"$100,000",—
5838,"£2,600,000",—
5839,"$139,932",—
5840,"$743,445",—
5841,"€1,200,000",—
5842,"$275,000",—
5843,"€3,600,000",—
5844,—,—
5845,"$415,000",—
5846,"$50,000,000",—
5847,"$18,648,546",—
5848,"$3,500,000",—
5849,"CA$3,657,000",—
5850,"$15,000,000",—
5851,"$750,000",—
5852,"$2,230,000",—
5853,"$1,428,600",—
5854,"$4,000",—
5855,"$97,000",—
5856,"CHF10,000",—
5857,—,—
5858,"$5,000,000",—
5859,"$10,000,000",—
5860,—,—
5861,"$180,000",—
5862,"$725,000",—
5863,"CA$4,099,999",—
5864,"$4,000,001",—
5865,"$650,000",—
5866,"$4,500,000",—
5867,—,—
5868,"$170,000",—
5869,"$3,999,999",—
5870,"€30,000",—
5871,"$3,851,342",—
5872,"$1,160,000",—
5873,"$4,000,000",—
5874,"$77,771,627",—
5875,"$215,000",—
5876,"$520,753",—
5877,—,—
5878,"$150,000",—
5879,"$800,000",—
5880,"$6,100,000",—
5881,"$100,000",—
5882,"$150,000",—
5883,—,—
5884,"CN¥108,000,000",—
5885,"CN¥3,000,000",—
5886,"CN¥3,000,000",—
5887,"$796,773",—
5888,"$100,000",—
5889,"$10,500,000",—
5890,"$265,000",—
5891,"$2,500,000",—
5892,"$250,000",—
5893,"$1,900,000",—
5894,"€300,000",—
5895,"€250,000",—
5896,"$35,000,000",—
5897,"CN¥3,000,000",—
5898,"$500,000",—
5899,"$900,000",—
5900,"£1,400,000","$12,000,000"
5901,—,—
5902,—,—
5903,"$2,105,100",—
5904,"$116,709",—
5905,"$10,500,000",—
5906,—,—
5907,"$1,400,000",—
5908,—,—
5909,"$2,400,000",—
5910,—,—
5911,"$15,000,000",—
5912,"€40,000",—
5913,"$3,000,000",—
5914,"$4,000,000",—
5915,"CN¥1,000,000",—
5916,"$200,000",—
5917,"€700,000",—
5918,—,—
5919,"€19,000,000",—
5920,"$3,467,000",—
5921,"$2,000,000",—
5922,"$4,000,000",—
5923,"CN¥5,000,000",—
5924,—,—
5925,"$2,549,916",—
5926,"$8,000,000",—
5927,"$150,000",—
5928,"$8,406,000",—
5929,"$49,820",—
5930,"$70,000,000",—
5931,—,—
5932,—,—
5933,"$11,500,000",—
5934,"€4,500,000",—
5935,"$28,300,000",—
5936,—,—
5937,"$3,900,000",—
5938,"$3,900,000",—
5939,"$300,000",—
5940,"CN¥3,000,000",—
5941,"$30,000,000","$109,000,000"
5942,"$10,000,000",—
5943,"£6,500,000",—
5944,—,—
5945,"$50,000,000",—
5946,"$150,000",—
5947,"$5,000,000",—
5948,"$1,500,000",—
5949,"$11,000,000",—
5950,"$70,000",—
5951,"$10,000,000",—
5952,"$3,062,984",—
5953,"$100,000",—
5954,—,—
5955,"€2,800,000",—
5956,"$17,000,000",—
5957,—,—
5958,"$12,000,000",—
5959,—,—
5960,"$4,147,013",—
5961,"$80,000",—
5962,"$3,400,000",—
5963,"$3,000,000",—
5964,"CN¥100,000,000",—
5965,"$16,000,000","$84,000,000"
5966,"$240,000",—
5967,"A$4,000,000",—
5968,—,—
5969,"$16,399,876",—
5970,—,—
5971,"$2,500,000","$10,000,000"
5972,"$1,250,000",—
5973,"€1,900,000",—
5974,—,—
5975,"$300,000",—
5976,"$65,000,000",—
5977,"$194,000",—
5978,—,—
5979,"$250,000",—
5980,"$6,025,000",—
5981,"$3,000,000",—
5982,"$630,000",—
5983,"$1,000,000",—
5984,—,—
5985,"$950,000",—
5986,"$1,150,000",—
5987,"$30,000,000",—
5988,"$830,000",—
5989,"CN¥1,800,000",—
5990,"$40,000",—
5991,"$39,980",—
5992,"CN¥6,950,000",—
5993,"$67,000,000",—
5994,"$5,000,000",—
5995,"$5,058,000",—
5996,"$976,000",—
5997,"$318,938",—
5998,—,—
5999,"$100,000",—
6000,"$55,000",—
6001,"$250,005",—
6002,"$3,000,195",—
6003,"€25,000",—
6004,"€1,500,000",—
6005,"$20,000",—
6006,"CA$500,000","CA$1,800,000"
6007,"$365,000",—
6008,"$1,065,000",—
6009,"$9,700,000",—
6010,"€1,000,000",—
6011,—,—
6012,"CN¥60,000,000",—
6013,"$91,951",—
6014,"$45,000,000",—
6015,"$1,000,000",—
6016,"$12,000,000","$47,000,000"
6017,"$10,000,000",—
6018,"$7,500,000",—
6019,"$37,000,000",—
6020,—,—
6021,"$3,000,000",—
6022,"$1,312,330",—
6023,"$523,000",—
6024,"$13,600,000",—
6025,"$1,500,000",—
6026,—,—
6027,"$5,750,000",—
6028,"$6,154,252",—
6029,—,—
6030,"$20,000,000",—
6031,"$15,000,000",—
6032,"£100,000",—
6033,"$45,000,000",—
6034,"$350,000,000",—
6035,"$50,000,008",—
6036,"CHF100,000",—
6037,"$2,250,000",—
6038,"$200,000",—
6039,—,—
6040,"$1,500,000",—
6041,"$2,837,500",—
6042,"$650,000",—
6043,"¥1,520,000,000",—
6044,"$1,500,000",—
6045,"$20,000",—
6046,"$3,500,000",—
6047,"$650,000",—
6048,"$300,000","$3,000,000"
6049,"$650,000","$3,100,000"
6050,"CN¥3,000,000",—
6051,"$110,000",—
6052,—,—
6053,"$6,000,000",—
6054,"$2,996,635",—
6055,—,—
6056,"$80,000",—
6057,"$5,070,000",—
6058,"$498,626",—
6059,"$2,000,000",—
6060,"$4,098,025",—
6061,"CN¥10,000,000",—
6062,"$175,000",—
6063,"$17,000,000",—
6064,"$52,000,000",—
6065,"$13,448,157",—
6066,"$20,004,581",—
6067,"$8,000,000",—
6068,"$10,000",—
6069,—,—
6070,"$2,500,000",—
6071,"$4,000,000",—
6072,"$1,333,888",—
6073,—,—
6074,—,—
6075,"$13,300,000",—
6076,"CN¥10,000,000",—
6077,"CN¥3,000,000",—
6078,"$50,000,000",—
6079,"$50,000",—
6080,"£6,000,000",—
6081,"€550,000",—
6082,"$6,000,000",—
6083,"$2,345,000",—
6084,"$250,111",—
6085,"$6,235,322",—
6086,"$10,000,000",—
6087,"€1,100,000",—
6088,"$3,000,000",—
6089,"$2,500,000",—
6090,"CN¥3,000,000",—
6091,"$2,569,720",—
6092,"$2,500,000",—
6093,"$3,000,000","$10,000,000"
6094,"$75,000,000",—
6095,"$3,016,640",—
6096,"$105,000",—
6097,"$361,818",—
6098,"$2,300,000",—
6099,"$710,000","$4,000,000"
6100,"CA$70,000",—
6101,"CN¥60,000,000",—
6102,"CN¥3,000,000",—
6103,"$10,000,000",—
6104,"CN¥3,000,000",—
6105,"$141,691",—
6106,"CN¥6,000,000",—
6107,"₹501,200,000",—
6108,"CN¥3,000,000",—
6109,"$16,000,000",—
6110,"CN¥3,000,000",—
6111,"$550,000",—
6112,"$15,000,000",—
6113,—,—
6114,"$1,500,000",—
6115,"$1,500,000",—
6116,—,—
6117,"$250,800,000","$1,498,251,748"
6118,"$940,000",—
6119,"€50,000",—
6120,—,—
6121,—,—
6122,"€50,000",—
6123,"$3,000,000",—
6124,—,—
6125,—,—
6126,"$3,499,965",—
6127,"$850,000",—
6128,"€50,000",—
6129,—,—
6130,"€50,000",—
6131,"$2,200,000",—
6132,—,—
6133,—,—
6134,—,—
6135,—,—
6136,—,—
6137,"$2,600,000",—
6138,"€90,000",—
6139,—,—
6140,"€50,000",—
6141,"$10,000",—
6142,"$200,000","$200,000"
6143,"$1,087,000",—
6144,—,—
6145,"$260,000",—
6146,—,—
6147,—,—
6148,"€50,000",—
6149,—,—
6150,"$250,000",—
6151,—,—
6152,"€50,000",—
6153,"€2,000,000",—
6154,"$461,673",—
6155,—,"$10,000,000"
6156,—,—
6157,—,—
6158,—,—
6159,"€200,000",—
6160,"$110,000",—
6161,—,—
6162,—,—
6163,"€50,000",—
6164,—,—
6165,—,—
6166,"€50,000",—
6167,"€50,000",—
6168,—,—
6169,—,—
6170,"€150,000",—
6171,"$330,000","$2,700,000"
6172,—,—
6173,—,—
6174,"£15,000",—
6175,"€200,000",—
6176,"CN¥2,000,000,000","CN¥8,000,000,000"
6177,"$311,727",—
6178,"€1,965,868",—
6179,—,—
6180,—,—
6181,—,—
6182,"£15,000",—
6183,"$1,000,000",—
6184,"€120,000",—
6185,—,—
6186,—,—
6187,"$3,000,000",—
6188,—,—
6189,"€2,427,594",—
6190,"€50,000",—
6191,—,—
6192,"$2,100,000",—
6193,—,—
6194,"$6,058,176",—
6195,"$71,250",—
6196,—,—
6197,"$2,100,000",—
6198,"£15,000",—
6199,"$2,300,000",—
6200,"€167,000",—
6201,—,—
6202,"$15,000,000",—
6203,"CN¥20,000,000",—
6204,"$750,000",—
6205,—,—
6206,"€125,000",—
6207,"$1,300,000",—
6208,"CN¥10,000,000",—
6209,"$5,000,000",—
6210,—,—
6211,"$10,399,876",—
6212,"$799,986",—
6213,"$3,632,593",—
6214,"$4,070,000",—
6215,"$14,700,000",—
6216,"$35,000",—
6217,"$236,800",—
6218,—,—
6219,—,—
6220,"$2,500,000",—
6221,"$2,108,344",—
6222,"$1,125,080",—
6223,"$500,000",—
6224,—,—
6225,—,—
6226,"$3,896,000",—
6227,"$1,000,000",—
6228,"$25,000,000",—
6229,"CN¥50,000,000",—
6230,"$2,350,000",—
6231,"$3,200,022",—
6232,"$17,641,798",—
6233,"$967,000",—
6234,"$25,000,000",—
6235,"$1,050,000",—
6236,"$475,000",—
6237,"$10,000,000",—
6238,—,—
6239,"$120,000",—
6240,"$4,800,000",—
6241,"$260,000",—
6242,"£142,270",—
6243,"$215,000,000","$1,980,000,000"
6244,"$2,310,000",—
6245,"$58,000,000",—
6246,"CN¥3,000,000",—
6247,"CN¥50,000,000",—
6248,"$47,000,000",—
6249,"$7,462,732",—
6250,"$15,852,000",—
6251,"$12,000,000",—
6252,"$7,300,000",—
6253,"$10,000,000",—
6254,"$100,000",—
6255,"$10,700,002",—
6256,—,—
6257,"$821,095",—
6258,"$25,000",—
6259,—,—
6260,"$1,200,000",—
6261,"CHF20,000",—
6262,"CHF10,000",—
6263,"$3,000,000",—
6264,"$500,000",—
6265,"$21,000,000",—
6266,"€189,400","€1,200,000"
6267,"$324,999",—
6268,"$6,206,206",—
6269,"$100,000",—
6270,—,—
6271,"$8,125,000",—
6272,"$10,006,610",—
6273,"$30,000",—
6274,"$1,500,000",—
6275,—,—
6276,—,—
6277,"£196,877","£1,191,130"
6278,"$3,000,000",—
6279,"$1,200,000",—
6280,—,—
6281,"$575,000",—
6282,"$5,000,000",—
6283,—,—
6284,"$226,726",—
6285,"$400,000",—
6286,"$835,000",—
6287,"$3,219,992",—
6288,"$250,000",—
6289,"$44,999",—
6290,"$1,200,000",—
6291,"$1,100,000",—
6292,"DKK50,000",—
6293,"$500,000",—
6294,"$25,309,333",—
6295,—,—
6296,"$210,000",—
6297,"$425,000",—
6298,"$1,437,605",—
6299,"€150,000",—
6300,"£2,400,000",—
6301,"$500,000",—
6302,"$2,500,000",—
6303,"$1,500,004",—
6304,"$200,000",—
6305,"$6,300,000",—
6306,"$23,300,000",—
6307,"CN¥15,000,000",—
6308,"$60,000,000",—
6309,"$13,000,000",—
6310,"$85,000",—
6311,"$3,124,973",—
6312,"$31,000,000",—
6313,"$60,000,000",—
6314,"$557,344",—
6315,—,—
6316,"$430,000",—
6317,"$1,600,000",—
6318,—,—
6319,"$3,000,000",—
6320,"$250,642",—
6321,"€10,120,000",—
6322,—,—
6323,"$14,520,000",—
6324,"$1,100,000",—
6325,—,—
6326,"£25,000,000",—
6327,"$40,000,000",—
6328,"$50,000",—
6329,"$510,000",—
6330,"$450,000",—
6331,—,—
6332,"$1,200,000",—
6333,"$1,500,000",—
6334,—,—
6335,"$3,500,000",—
6336,"$5,513",—
6337,"$1,150,000",—
6338,"$220,000",—
6339,"$27,000",—
6340,"$383,250",—
6341,"$20,000",—
6342,"$20,000",—
6343,"$1,040,832",—
6344,"$1,300,000",—
6345,"$750,000",—
6346,—,—
6347,"$10,000",—
6348,"$100,000",—
6349,"$10,000",—
6350,"$25,000",—
6351,"$10,000,000",—
6352,"$10,000",—
6353,"$15,000",—
6354,"$500,000",—
6355,"$249,742",—
6356,"$200,000",—
6357,"$50,000",—
6358,"$150,000",—
6359,"$1,500,000",—
6360,"$20,000",—
6361,"$910,000",—
6362,—,—
6363,—,—
6364,"$8,000,000",—
6365,"$24,000",—
6366,"$1,100,000",—
6367,"$125,000",—
6368,"$50,000",—
6369,"$2,700,000",—
6370,"$500,000",—
6371,"$38,900,000",—
6372,"$250,000",—
6373,"$100,000",—
6374,"$998,672",—
6375,"$2,500,000",—
6376,"$150,000",—
6377,"$150,000",—
6378,"$100,000",—
6379,"$150,000",—
6380,"$3,300,000",—
6381,"$2,384,215",—
6382,—,—
6383,"$150,000",—
6384,"£50,000",—
6385,"$150,000",—
6386,—,—
6387,"$150,000",—
6388,"CN¥4,500,000",—
6389,—,—
6390,"CN¥3,000,000",—
6391,"CN¥10,000,000",—
6392,"CN¥10,000,000",—
6393,"$370,000",—
6394,"$3,000,000",—
6395,"$14,143,780",—
6396,"$2,900,000",—
6397,"$1,600,000",—
6398,"$1,382,000","$7,500,000"
6399,"ISK45,000,000",—
6400,"$5,000,000",—
6401,"$370,000",—
6402,"$50,000",—
6403,"$787,628",—
6404,"$10,000,000",—
6405,"£50,000",—
6406,"$250,000",—
6407,—,—
6408,"£1,215,000","£9,423,314"
6409,—,—
6410,"$2,000,000",—
6411,"$90,000",—
6412,"$13,500,000",—
6413,"€50,000,000",—
6414,"$97,000,000",—
6415,"$9,500,000",—
6416,"$15,000,000",—
6417,"$38,000,000",—
6418,"$5,000,000",—
6419,"$3,000,000",—
6420,"$699,999",—
6421,"$25,650,000",—
6422,—,—
6423,—,—
6424,"$200,000",—
6425,—,—
6426,"$8,500,000",—
6427,"$700,000",—
6428,"$825,000",—
6429,"CN¥150,000",—
6430,"$1,200,000",—
6431,"$3,060,493",—
6432,"$10,000,000",—
6433,"$60,000,000",—
6434,"$7,200,000",—
6435,"CN¥80,000,000",—
6436,"$25,000","$2,500,000"
6437,"CN¥3,000,000",—
6438,"$3,300,000",—
6439,"$25,000,000",—
6440,"$250,000","$250,000"
6441,—,—
6442,"$1,687,820",—
6443,"$150,000",—
6444,"$2,000,000","$5,600,000"
6445,"$500,000",—
6446,"$2,000,000",—
6447,"$848,540",—
6448,"$8,192,480",—
6449,"$289,569",—
6450,"$1,212,649",—
6451,"$2,850,658",—
6452,"$33,000,000","$50,000,000"
6453,"$298,471,000",—
6454,"$100,000",—
6455,"$2,405,915",—
6456,"$3,056,409",—
6457,"$1,250,000",—
6458,"$35,000,000",—
6459,—,—
6460,"$1,500,000",—
6461,"$1,400,000",—
6462,"$3,080,000",—
6463,"$18,172,000",—
6464,"$195,000,000","$805,000,000"
6465,"$2,000,000",—
6466,"CN¥3,000,000",—
6467,"$5,242,309",—
6468,"$130,000",—
6469,"$133,383",—
6470,"$4,712,393",—
6471,"€120,000",—
6472,"$50,000",—
6473,—,—
6474,"$4,000,000",—
6475,"CN¥3,000,000",—
6476,"$5,242,309",—
6477,"$130,000",—
6478,"$133,383",—
6479,"$4,712,393",—
6480,"€120,000",—
6481,"$50,000",—
6482,—,—
6483,"$4,000,000",—
6484,—,—
6485,—,—
6486,"$100,000",—
6487,"$100,000",—
6488,"$250,000",—
6489,"$1,000,000",—
6490,"$7,800,000",—
6491,"$1,000,000",—
6492,"$845,000",—
6493,"$120,000",—
6494,"$250,000",—
6495,"$10,000,000",—
6496,"$20,000",—
6497,—,—
6498,—,—
6499,"$3,500,000",—
6500,—,—
6501,"$5,500,000",—
6502,"€445,837",—
6503,—,—
6504,"$500,000",—
6505,"$3,183,000",—
6506,—,—
6507,"$3,000,000",—
6508,"$171,000",—
6509,—,—
6510,"CN¥3,000,000",—
6511,"$5,242,309",—
6512,"$130,000",—
6513,"$133,383",—
6514,"$4,712,393",—
6515,"€120,000",—
6516,"$50,000",—
6517,—,—
6518,"$4,000,000",—
6519,—,—
6520,—,—
6521,"$100,000",—
6522,"$100,000",—
6523,"$250,000",—
6524,"$1,000,000",—
6525,"$7,800,000",—
6526,"$1,000,000",—
6527,"$845,000",—
6528,"$120,000",—
6529,"$250,000",—
6530,"$10,000,000",—
6531,"$20,000",—
6532,—,—
6533,—,—
6534,"$3,500,000",—
6535,—,—
6536,"$5,500,000",—
6537,"€445,837",—
6538,—,—
6539,"$500,000",—
6540,"$3,183,000",—
6541,—,—
6542,"$3,000,000",—
6543,"$171,000",—
6544,—,—
6545,"CN¥10,000,000",—
6546,"$4,500,000",—
6547,"$476,100",—
6548,"CN¥5,000,000",—
6549,"CN¥5,000,000",—
6550,"CN¥10,000,000",—
6551,"CN¥3,000,000",—
6552,"CN¥3,000,000",—
6553,"€43,000,000",—
6554,"CN¥9,000,000",—
6555,"$680,000",—
6556,"$65,000",—
6557,—,—
6558,"$46,000,000",—
6559,—,—
6560,—,—
6561,—,—
6562,"$4,834,430",—
6563,"$1,500,000",—
6564,"€50,000",—
6565,—,—
6566,"£1,000,000",—
6567,—,—
6568,—,—
6569,"€50,000",—
6570,"CN¥92,000,000",—
6571,"$14,300,000",—
6572,—,—
6573,"$110,000","$3,500,000"
6574,"VEF360,000",—
6575,—,—
6576,—,—
6577,—,—
6578,"€50,000",—
6579,"$550,000",—
6580,"$700,280",—
6581,—,—
6582,—,"$125,000,000"
6583,"$3,000,000",—
6584,"$500,000",—
6585,"$2,875,970",—
6586,"£142,920",—
6587,"$500,000",—
6588,—,—
6589,"€50,000",—
6590,"€50,000",—
6591,"€50,000",—
6592,—,—
6593,"$8,800,000",—
6594,—,—
6595,"$500,000","$2,500,000"
6596,"$2,000,000","$6,000,000"
6597,—,—
6598,"€50,000",—
6599,"$150,000",—
6600,"€50,000",—
6601,"$600,000",—
6602,—,—
6603,—,—
6604,"$375,000",—
6605,"$20,408",—
6606,—,—
6607,—,—
6608,"$3,800,000",—
6609,—,—
6610,"$100,000","$500,000"
6611,"DKK5,000,000",—
6612,"$450,000",—
6613,"$2,569,159",—
6614,"COP1,270,000,000",—
6615,—,—
6616,—,—
6617,"PEN209,976",—
6618,—,—
6619,"$3,000,000",—
6620,—,—
6621,"$49,700,000",—
6622,"€50,000",—
6623,"€50,000",—
6624,"€50,000",—
6625,"$2,100,000",—
6626,"€50,000",—
6627,—,—
6628,—,—
6629,—,—
6630,"$880,000",—
6631,"$200,000",—
6632,—,—
6633,"€50,000",—
6634,—,—
6635,"SGD1,000,000",—
6636,"€50,000",—
6637,—,—
6638,—,—
6639,"€50,000",—
6640,"€50,000",—
6641,—,—
6642,"€50,000",—
6643,—,—
6644,"€50,000",—
6645,"$600,000",—
6646,"$50,000",—
6647,"€50,000",—
6648,"$2,920,000",—
6649,"€21,000,000",—
6650,—,—
6651,"€50,000",—
6652,—,—
6653,—,—
6654,"€50,000",—
6655,—,—
6656,"CN¥10,000,000",—
6657,"£830,000",—
6658,"CA$980,000",—
6659,"CA$28,000,000",—
6660,"$200,000",—
6661,"$20,000,000",—
6662,"$1,275,000",—
6663,"$4,000,000",—
6664,—,"£560,000"
6665,"€650,000",—
6666,"$925,000",—
6667,"$1,700,000",—
6668,—,—
6669,"$90,000",—
6670,"$46,000,000",—
6671,"$2,121,212",—
6672,"$3,850,000",—
6673,"$110,000",—
6674,"$3,000,000",—
6675,"$41,800,000",—
6676,"$18,280,000",—
6677,—,—
6678,"CN¥10,000,000",—
6679,"$31,600,000",—
6680,"$1,700,000",—
6681,"CN¥10,000,000",—
6682,—,—
6683,"$9,500,000",—
6684,"$4,250,000",—
6685,"CHF20,000",—
6686,"CHF20,000",—
6687,"€1,100,000",—
6688,"$5,000,000",—
6689,"€3,500,000",—
6690,"$10,000,000",—
6691,"$10,200,000",—
6692,"$2,200,000",—
6693,"$179,200,000",—
6694,"CN¥20,000,000",—
6695,"$175,000",—
6696,"£100,670",—
6697,"£200,000",—
6698,"$35,000,000","$85,000,000"
6699,"$4,500,000",—
6700,"$12,500,000",—
6701,"$450,000",—
6702,"$12,800,000",—
6703,"$1,000,000",—
6704,"$32,000,000",—
6705,—,—
6706,"$2,500,000",—
6707,"$6,175,213",—
6708,"$26,000,000",—
6709,"€300,000",—
6710,—,—
6711,"$11,500,000",—
6712,"$250,000",—
6713,"$724,000",—
6714,"CN¥3,000,000",—
6715,"$9,260,818",—
6716,"€1,300,000",—
6717,"$220,773",—
6718,"$35,000,000",—
6719,"$3,700,000",—
6720,"$13,920,380",—
6721,"$1,288,315",—
6722,"$34,300,000",—
6723,"$1,500,000",—
6724,"$225,000,000","$5,250,000,000"
6725,"$260,000",—
6726,"$8,600,000",—
6727,"R$50,000","R$200,000"
6728,"$2,500,000",—
6729,"€5,500,000",—
6730,"€72,800,000",—
6731,"$207,500",—
6732,"$8,500,000",—
6733,—,—
6734,"$5,000,000",—
6735,"$45,000",—
6736,"$2,000,000",—
6737,"$2,950,000",—
6738,—,—
6739,"$50,000",—
6740,"$330,556",—
6741,"$2,300,000",—
6742,—,—
6743,"$1,800,000",—
6744,—,—
6745,"$250,000",—
6746,"$3,500,000",—
6747,—,—
6748,"$15,000,000",—
6749,"$1,024,999",—
6750,"$48,000,000",—
6751,—,—
6752,"$1,600,000",—
6753,—,—
6754,—,—
