node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
Chelona,Germany,Europe,Disease Diagnosis,1,9935,6.0,6.0,6.0,1896.0,1896.0,1896.0,1.0,1.0,1.0,737.05,737.05,737.05,0.242508188,0.242508188,0.242508188,0.0,0.0,0.0,0.000164132,0.000164132,0.000164132,0.0,0.0,0.0,0.000125646,0.000125646,0.000125646,21.66666667,21.66666667,21.66666667,2,6.0,1051.0,1.0,6.0,522.0035714,0.240228991,0.0,0.000313447,4.01e-05,14.83333333
Phenomix,United States,North America,Pharmaceuticals / Drugs,1,9937,105.0,4.0,63.0,746.0,107.0,167.5,0.535714286,0.0,0.178187404,1187.385714,848.8452381,1111.866667,0.374094904,0.278732166,0.352570714,0.004862937,1.13e-05,0.001905998,0.001118922,9.88e-05,0.000778518,0.004723911,7.64e-06,0.001787513,0.040619195,0.000773681,0.014113428,94.6,35.5,63.5,5,49.0,1155.0,0.467687075,39.0,786.4761905,0.345886102,8.82e-05,0.000453572,0.019173242,106.2653061
Mersana Therapeutics,United States,North America,Drug Development,1,9938,183.0,9.0,26.5,1575.0,64.0,350.0,0.952380952,0.134929405,0.38018648,1649.122619,1222.945238,1305.4505955,0.381070353,0.293523387,0.3102034965,0.004561538,8.03e-08,0.000337103,0.001228475,0.000103511,0.000254443,0.004595576,1.11e-07,0.00028102250000000003,0.036424262,0.001048593,0.0024737360000000003,124.0633803,70.83333333,83.84343434499999,6,54.0,1079.0,0.447239693,44.0,1208.902381,0.36171079,0.000725445,0.000289581,0.007513383,140.8888889
Inovise Medical,United States,North America,Medical Devices & Equipment,1,9939,192.0,1.0,25.0,329.0,30.0,179.5,0.888888889,0.0,0.3234313985,1274.752381,742.3142857,983.9523810000001,0.397879091,0.245186719,0.315750424,0.008516618,0.0,0.0007116875,0.00195352,6.24e-05,0.00034197599999999997,0.009194296,0.0,0.0006928619999999999,0.071029676,0.000150983,0.0064746145,92.7,37.0,77.3375,6,23.0,1016.0,0.66798419,21.0,770.9190476,0.341682962,0.00032254,0.000293357,0.009592796,117.0869565
Flyion,Germany,Europe,Drug Development,1,9940,45.0,1.0,12.0,459.0,124.0,291.5,0.266666667,0.0,0.156146179,987.7333333,1.0,753.0357143,0.316654144,0.000343053,0.247221785,0.009186929,0.0,0.00078478,0.001040599,0.000342936,0.000366199,0.009191763,0.0,0.000726288,0.003795594,2.61e-25,0.000168404,32.93333333,1.0,14.83333333,3,19.0,339.0,0.649122807,15.0,536.1107143,0.24329901,0.003620507,0.000641619,0.000108397,18.26315789
Threshold Pharmaceuticals,United States,North America,Biotechnology,1,9942,78.0,57.0,62.0,493.0,126.0,176.5,0.313909774,0.147368421,0.176177279,1132.669048,1098.735714,1118.9595239999999,0.357064787,0.346853913,0.354682396,0.002778183,0.000866874,0.0020372615,0.000900785,0.0006183,0.000767422,0.0025543,0.000779594,0.001910143,0.023631758,0.014113428,0.0189485395,97.68421053,66.96721311,71.404151405,4,56.0,697.0,0.363636364,40.0,795.7761905,0.346607654,0.000347288,0.000526171,0.018852443,94.64285714
Pinpoint Data,United States,North America,Healthcare Software,1,9947,2.0,2.0,2.0,1540.0,1540.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000342936,0.000342936,0.000342936,0.0,0.0,0.0,2.61e-25,2.61e-25,2.61e-25,1.0,1.0,1.0,2,,,,,,,,,,
Synovis,United Kingdom,Europe,Biotechnology,1,9949,5.0,3.0,4.0,675.0,675.0,675.0,0.333333333,0.0,0.1666666665,720.8357143,563.2234127,642.0295635,0.23830838,0.188425444,0.213366912,0.003693531,0.001232354,0.0024629425,0.000416132,0.000271741,0.0003439365,0.003693531,0.001232354,0.0024629425,8.5e-05,9.61e-07,4.2980500000000006e-05,12.0,2.8,7.4,3,4.0,845.0,0.5,3.0,498.125,0.231701593,0.000906525,0.000397409,1.66e-05,6.0
FlowCardia,United States,North America,Medical Devices & Equipment,1,9951,485.0,11.0,90.0,3774.0,11.0,209.5,0.972222222,0.105270092,0.1789437975,2186.583333,1537.259524,1785.375,0.412780071,0.306820533,0.3488315525,0.017895982,2.78e-07,0.0032407135,0.002463538,8.7e-05,0.000676603,0.019119262,1.61e-07,0.0034035435,0.09051161,0.002073661,0.009912655,151.7169811,79.36792453,117.34817495,10,179.0,413.0,0.253530852,91.0,1743.82619,0.399331686,0.000997317,0.00047805,0.019126409,191.7150838
SciMed Laboratories Inc.,Canada,North America,Medical Devices & Equipment,1,9952,2.0,2.0,2.0,1444.0,1444.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000342936,0.000342936,0.000342936,0.0,0.0,0.0,2.61e-25,2.61e-25,2.61e-25,1.0,1.0,1.0,1,,,,,,,,,,
Communication Science,United States,North America,Medical Equipment & Supplies,1,9954,14.0,14.0,14.0,2040.0,2040.0,2040.0,0.351648352,0.351648352,0.351648352,925.202381,925.202381,925.202381,0.300211399,0.300211399,0.300211399,0.000698637,0.000698637,0.000698637,0.000256175,0.000256175,0.000256175,0.000687044,0.000687044,0.000687044,0.002591292,0.002591292,0.002591292,56.35714286,56.35714286,56.35714286,1,3.0,1251.0,1.0,3.0,571.5333333,0.262143167,0.0,0.00013101,0.000207459,30.0
CBaySystems Holdings,United States,North America,Medical Facilities & Services,1,9955,12.0,4.0,9.0,2249.0,413.0,1215.0,1.0,0.511111111,0.611111111,810.35,627.8019841,735.3809524,0.26498389,0.20930946,0.241661389,0.000529041,0.0,0.000237222,0.000323092,0.000134145,0.000206003,0.000537206,0.0,0.00017844,0.000616192,7.79e-06,7.28e-05,20.66666667,6.25,11.25,3,2.0,,0.0,2.0,511.0285714,0.236529334,6.22e-06,0.000117858,2.04e-05,9.5
Texogene,Germany,Europe,Disease Diagnosis,1,9957,2.0,2.0,2.0,1542.0,1542.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000342936,0.000342936,0.000342936,0.0,0.0,0.0,2.61e-25,2.61e-25,2.61e-25,1.0,1.0,1.0,2,,,,,,,,,,
AppTec Laboratory Services,United States,North America,Medical Facilities & Services,1,9958,56.0,7.0,18.0,1089.0,119.0,562.0,0.300653595,0.127183788,0.238095238,1076.952381,845.6714286,956.2690476,0.342462079,0.276960563,0.30766958,0.004187105,0.000331147,0.00064463,0.000924784,0.000221569,0.000293898,0.003832272,0.000247348,0.000647081,0.009104745,0.000611088,0.003573321,58.94444444,34.42857143,53.08928571,3,21.0,1422.0,0.776190476,19.0,698.7190476,0.312314108,3.16e-05,0.000267326,0.003441379,58.23809524
CUSTOS Biotechnologie,Germany,Europe,Drug Development,1,9960,45.0,6.0,12.0,1321.0,124.0,459.0,1.0,0.156146179,0.266666667,987.7333333,745.4166667,753.0357143,0.316654144,0.245033526,0.247221785,0.009186929,0.0,0.00078478,0.001040599,0.000149261,0.000366199,0.009191763,0.0,0.000726288,0.003795594,0.000132171,0.000168404,32.93333333,14.83333333,19.0,3,15.0,676.0,1.0,15.0,534.1107143,0.243169527,0.0,0.000406828,0.000108355,22.33333333
Tescient,United States,North America,Biotechnology,1,9962,42.0,42.0,42.0,306.0,306.0,306.0,0.275641026,0.275641026,0.275641026,1065.235714,1065.235714,1065.235714,0.338910694,0.338910694,0.338910694,0.001542283,0.001542283,0.001542283,0.000571683,0.000571683,0.000571683,0.00151696,0.00151696,0.00151696,0.011517415,0.011517415,0.011517415,81.5,81.5,81.5,2,16.0,,1.0,16.0,691.3857143,0.308883245,0.0,0.0002174,0.005143328,85.375
Anulex Technologies,United States,North America,Medical Devices & Equipment,1,9963,264.0,115.0,189.5,61.0,13.0,37.0,0.133790999,0.075341464,0.1045662315,1320.419048,1197.969048,1259.1940479999998,0.406119597,0.375947747,0.391033672,0.02903885,0.004436355,0.0167376025,0.003226237,0.001314862,0.0022705495,0.031152019,0.004532273,0.017842146,0.063882443,0.02834852,0.0461154815,71.12173913,62.0530303,66.587384715,2,69.0,1437.0,0.666666667,51.0,814.102381,0.353649799,0.000112233,0.00060719,0.023893923,105.6666667
Spine Wave,United States,North America,Medical Devices & Equipment,1,9964,286.0,5.0,28.0,2541.0,15.0,425.0,1.0,0.073906336,0.228105228,1492.995238,859.0035714,1162.538095,0.407438482,0.251778031,0.330801007,0.026575599,0.0,0.001129063,0.002893407,9.96e-05,0.000352653,0.028549749,0.0,0.00113875,0.053121214,0.000138766,0.006214324,102.1904762,14.2,83.82142857,9,112.0,281.0,0.378700129,58.0,1009.459524,0.380904523,0.000843601,0.000735405,0.027557606,112.8392857
Phytofusion,United Kingdom,Europe,Drug Delivery,1,9966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Seahorse Bioscience,United States,North America,Medical Devices & Equipment,1,9967,23.0,4.0,9.0,2356.0,859.0,1383.0,1.0,0.271428571,0.476190476,1020.135714,731.9952381,872.1071429,0.327131509,0.242034247,0.285011743,0.000570482,0.0,0.000137134,0.000296595,0.000113748,0.00017502,0.00061056,0.0,8.43e-05,0.008319585,0.000107275,0.001166308,95.82608696,9.0,41.11111111,3,4.0,,0.5,4.0,646.4190476,0.294214772,4.37e-07,0.000104147,0.001500624,95.0
Alcon,United States,North America,Health & Wellness (non-internet/mobile)…,1,9968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
MedVenture Technology,United States,North America,Medical Devices & Equipment,1,9969,2.0,2.0,2.0,,,,1.0,1.0,1.0,712.5214286,712.5214286,712.5214286,0.235871787,0.235871787,0.235871787,0.0,0.0,0.0,9.94e-05,9.94e-05,9.94e-05,0.0,0.0,0.0,7.41e-05,7.41e-05,7.41e-05,14.0,14.0,14.0,1,1.0,,0.0,1.0,528.9035714,0.245917944,0.0,9.12e-05,2.94e-05,20.0
Pro-Med,Austria,Europe,Medical Devices & Equipment,1,9970,41.0,41.0,41.0,237.0,237.0,237.0,0.442682927,0.442682927,0.442682927,1008.0,1008.0,1008.0,0.322115941,0.322115941,0.322115941,0.000389264,0.000389264,0.000389264,0.000511097,0.000511097,0.000511097,0.000300304,0.000300304,0.000300304,0.007052857,0.007052857,0.007052857,57.09756098,57.09756098,57.09756098,2,10.0,1377.0,1.0,10.0,683.6928571,0.311250368,0.0,0.000169647,0.002573538,83.0
MSC,United Kingdom,Europe,Drug Development,1,9971,28.0,2.0,10.0,537.0,442.0,489.5,1.0,0.142857143,0.362433862,1009.485714,730.4,832.4642857,0.323755771,0.241934706,0.272124083,0.006003961,0.0,0.001553795,0.000507881,0.000103919,0.000390426,0.005974773,0.0,0.001470992,0.007596973,8.83e-05,0.000303007,69.07142857,19.0,23.9,3,15.0,476.0,0.457142857,9.0,678.8595238,0.307687233,0.001556555,0.00045129,0.001924482,47.93333333
Archus Orthopedics,United States,North America,Medical Devices & Equipment,1,9972,334.0,11.0,172.5,907.0,4.0,455.5,0.527777778,0.098182014,0.31297989600000004,1371.935714,954.152381,1163.0440475,0.420263788,0.308719096,0.36449144200000005,0.026932016,1.8e-05,0.013475008,0.003340915,0.000164528,0.0017527215,0.028500899,1.22e-05,0.0142565495,0.11847629,0.003647666,0.061061977999999996,88.0,73.64371257,80.821856285,2,57.0,,1.0,57.0,817.5190476,0.359563675,0.0,0.000484298,0.02978952,125.122807
Heart BioSystems,Germany,Europe,Biotechnology,1,9973,13.0,3.0,8.0,1656.0,1006.0,1331.0,0.327272727,0.0,0.1636363635,884.95,655.0404762,769.9952381,0.289002327,0.21868559,0.2538439585,0.000760232,0.0,0.000380116,0.000291331,0.000125737,0.000208534,0.000740002,0.0,0.000370001,0.000919979,1.04e-05,0.00046518950000000003,36.46153846,5.333333333,20.8974358965,2,14.0,445.0,0.56043956,10.0,612.7666667,0.277929161,0.003620507,0.000526977,0.000615201,29.14285714
CareX,France,Europe,Biotechnology,1,9975,41.0,41.0,41.0,237.0,237.0,237.0,0.442682927,0.442682927,0.442682927,1008.0,1008.0,1008.0,0.322115941,0.322115941,0.322115941,0.000389264,0.000389264,0.000389264,0.000511097,0.000511097,0.000511097,0.000300304,0.000300304,0.000300304,0.007052857,0.007052857,0.007052857,57.09756098,57.09756098,57.09756098,3,10.0,,1.0,10.0,683.6928571,0.311250368,0.0,0.000169647,0.002573538,83.0
Panel Design,United Kingdom,Europe,Medical Equipment & Supplies,1,9976,2.0,2.0,2.0,1543.0,1543.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000342936,0.000342936,0.000342936,0.0,0.0,0.0,2.61e-25,2.61e-25,2.61e-25,1.0,1.0,1.0,1,,,,,,,,,,
Oncotherm,Germany,Europe,Medical Devices & Equipment,1,9979,3.0,3.0,3.0,,,,1.0,1.0,1.0,727.65,727.65,727.65,0.240304018,0.240304018,0.240304018,0.0,0.0,0.0,0.000107057,0.000107057,0.000107057,0.0,0.0,0.0,6.93e-05,6.93e-05,6.93e-05,20.66666667,20.66666667,20.66666667,1,4.0,,1.0,4.0,518.2857143,0.240481863,0.0,0.000252691,2.59e-05,10.5
Zyentia,United Kingdom,Europe,Biotechnology,1,9981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Evogen,United States,North America,Drug Development,1,9982,7.0,7.0,7.0,1257.0,1257.0,1257.0,1.0,1.0,1.0,745.0047619,745.0047619,745.0047619,0.246187167,0.246187167,0.246187167,0.0,0.0,0.0,0.000213921,0.000213921,0.000213921,0.0,0.0,0.0,0.000105159,0.000105159,0.000105159,11.42857143,11.42857143,11.42857143,1,1.0,,0.0,1.0,490.7297619,0.229548124,0.0,9.86e-05,1.23e-05,9.0
Accentia Biopharmaceuticals,United States,North America,Biotechnology,1,9985,13.0,13.0,13.0,1992.0,1992.0,1992.0,0.705128205,0.705128205,0.705128205,918.1119048,918.1119048,918.1119048,0.29475848,0.29475848,0.29475848,0.000308468,0.000308468,0.000308468,0.000192834,0.000192834,0.000192834,0.000290739,0.000290739,0.000290739,0.005002602,0.005002602,0.005002602,86.30769231,86.30769231,86.30769231,1,1.0,,0.0,1.0,398.2011905,0.187876456,0.0,0.000160685,1.14e-07,3.0
Thios Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,9988,42.0,42.0,42.0,270.0,270.0,270.0,0.171794872,0.171794872,0.171794872,1038.402381,1038.402381,1038.402381,0.330717772,0.330717772,0.330717772,0.001021025,0.001021025,0.001021025,0.000546957,0.000546957,0.000546957,0.000885159,0.000885159,0.000885159,0.009437563,0.009437563,0.009437563,64.73809524,64.73809524,64.73809524,1,15.0,,1.0,15.0,717.802381,0.319800903,0.0,0.000197592,0.005197428,97.13333333
Allied Healthcare International,United Kingdom,Europe,Medical Facilities & Services,1,9989,8.0,3.0,5.5,1657.0,623.0,1140.0,0.666666667,0.0,0.3333333335,834.2047619,628.0388889,731.1218254,0.274440978,0.210244545,0.2423427615,0.000616413,0.0,0.0003082065,0.000218534,0.000136059,0.0001772965,0.000616413,0.0,0.0003082065,0.000769381,8.7e-06,0.0003890405,26.25,3.666666667,14.9583333335,2,1.0,,0.0,1.0,539.0357143,0.249136064,0.0,8.75e-05,7.01e-05,22.0
APAC,Germany,Europe,Healthcare Software,1,9990,26.0,26.0,26.0,251.0,251.0,251.0,0.224637681,0.224637681,0.224637681,922.2357143,922.2357143,922.2357143,0.299218839,0.299218839,0.299218839,0.002878821,0.002878821,0.002878821,0.000615229,0.000615229,0.000615229,0.002767799,0.002767799,0.002767799,0.002183371,0.002183371,0.002183371,30.88461538,30.88461538,30.88461538,1,19.0,598.0,1.0,19.0,645.9428571,0.293458921,0.0,0.000361931,0.001164594,44.52631579
Vitae Pharmaceuticals,United States,North America,Drug Discovery,1,9991,264.0,42.0,157.0,389.0,13.0,33.0,0.322880372,0.075341464,0.097612065,1320.419048,1067.819048,1239.402381,0.406119597,0.339154936,0.388229161,0.02903885,0.000595936,0.010560341,0.003226237,0.000505155,0.001857697,0.031152019,0.000534194,0.010786125,0.063882443,0.014989481,0.038222864,89.61904762,62.0530303,65.47770701,3,92.0,1455.0,0.507644529,51.0,841.302381,0.363786258,0.000284253,0.000767973,0.035869726,111.2173913
Advanced Viral Research,United States,North America,Pharmaceuticals / Drugs,1,9992,207.0,11.0,117.0,2236.0,25.0,151.0,0.826262626,0.1494022,0.249848024,1231.485714,873.2380952,1114.485714,0.379770327,0.281096278,0.344921863,0.004029265,3.15e-05,0.00109699,0.001764725,0.000148369,0.000989182,0.004220449,1.03e-05,0.000997506,0.088804589,0.005165582,0.059649785,95.10638298,74.85024155,90.68421053,9,18.0,783.0,0.777777778,15.0,692.652381,0.310826898,3.57e-05,0.000241233,0.003981801,67.77777778
Domain Therapeutics,France,Europe,Biotechnology,1,9995,45.0,41.0,43.0,237.0,219.0,228.0,0.442682927,0.263565891,0.353124409,1053.616667,1008.0,1030.8083335000001,0.336150992,0.322115941,0.32913346649999997,0.00116457,0.000389264,0.000776917,0.000591332,0.000511097,0.0005512144999999999,0.001040474,0.000300304,0.000670389,0.009936129,0.007052857,0.008494493,68.62222222,57.09756098,62.8598916,2,14.0,1088.0,0.648351648,12.0,709.4261905,0.320811333,3.59e-05,0.000210293,0.003628355,83.57142857
Cell Based Delivery,United States,North America,Biotechnology,1,9996,94.0,15.0,26.5,935.0,83.0,515.5,0.615384615,0.178448868,0.2492244995,1173.519048,834.0380952,973.6369048,0.371320332,0.273325235,0.3142150815,0.016551923,0.001472738,0.0114156255,0.001152664,0.00032394,0.0004466535,0.017440533,0.001014736,0.011157968,0.028131665,0.000454601,0.0060061085,81.51351351,20.06666667,51.008643615,4,32.0,545.0,0.409274194,23.0,788.0833333,0.352558287,0.000907009,0.000401271,0.005957036,64.09375
ProxyMed,United States,North America,Medical Facilities & Services,1,9998,10.0,10.0,10.0,2049.0,2049.0,2049.0,0.607142857,0.607142857,0.607142857,853.2357143,853.2357143,853.2357143,0.280593483,0.280593483,0.280593483,5.43e-05,5.43e-05,5.43e-05,0.000175466,0.000175466,0.000175466,4.94e-05,4.94e-05,4.94e-05,0.000613367,0.000613367,0.000613367,29.7,29.7,29.7,1,1.0,,0.0,1.0,547.152381,0.253912498,0.0,8.8e-05,4.35e-05,28.0
4 AZA Bioscience,Belgium,Europe,Biotechnology,1,9999,44.0,21.0,32.5,1323.0,548.0,935.5,0.83625731,0.49941928,0.667838295,1046.185714,1003.685714,1024.935714,0.331509854,0.319926165,0.32571800949999996,0.000219661,6.66e-06,0.0001131605,0.00045696,0.000217978,0.000337469,0.000188963,4.34e-06,9.66515e-05,0.01387553,0.012653816,0.013264673000000001,123.047619,81.13636364,102.09199132,4,7.0,855.0,0.571428571,5.0,671.677381,0.303800226,0.000905826,0.00027367,0.001752829,70.71428571
Provectus Pharmaceuticals,United States,North America,Drug Development,1,10000,3.0,3.0,3.0,1087.0,1087.0,1087.0,0.0,0.0,0.0,610.4888889,610.4888889,610.4888889,0.202797289,0.202797289,0.202797289,0.0,0.0,0.0,0.000127146,0.000127146,0.000127146,0.0,0.0,0.0,2.12e-05,2.12e-05,2.12e-05,3.0,3.0,3.0,1,,,,,,,,,,
NeoCodex,Spain,Europe,Biotechnology,1,10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
REGENESIS BIOMEDICAL,United States,North America,Medical Devices & Equipment,1,10003,8.0,1.0,1.5,1429.0,702.0,1065.5,0.266666667,0.0,0.0,875.5238095,1.5,326.37738095,0.286923174,0.000457404,0.1090895615,0.001848296,0.0,1.175e-07,0.000526868,9.29e-05,0.00029516,0.001848296,0.0,1.175e-07,0.000988768,3.1e-24,5.55e-06,41.75,1.0,5.0,4,4.0,841.0,0.5,3.0,587.8107143,0.271206731,0.000906525,0.000321385,0.000258971,22.25
Ravgen,United States,North America,Disease Diagnosis,1,10004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Cambridge Cell Networks,United Kingdom,Europe,Healthcare Software,1,10006,24.0,24.0,24.0,,,,0.376811594,0.376811594,0.376811594,1013.7,1013.7,1013.7,0.32595331,0.32595331,0.32595331,0.000283231,0.000283231,0.000283231,0.000328751,0.000328751,0.000328751,0.000265058,0.000265058,0.000265058,0.004630678,0.004630678,0.004630678,76.91666667,76.91666667,76.91666667,2,,,,,,,,,,
H2Hcare,Ireland,Europe,Healthcare Software,1,10008,5.0,1.0,3.0,822.0,822.0,822.0,0.333333333,0.0,0.1666666665,807.6142857,612.2369048,709.92559525,0.264447847,0.204329363,0.23438860500000003,0.000616413,0.0,0.0003082065,0.000288105,0.000113135,0.00020062,0.000616413,0.0,0.0003082065,0.000209323,2.34e-06,0.0001058315,35.8,5.0,20.4,3,3.0,1259.0,1.0,3.0,554.5428571,0.255010766,0.0,0.000124525,0.000453544,61.33333333
MACDEL,Russian Federation,Europe,Medical Devices & Equipment,1,10009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Orexo Pharmaceuticals,Sweden,Europe,Pharmaceuticals / Drugs,1,10011,27.0,27.0,27.0,225.0,225.0,225.0,0.13960114,0.13960114,0.13960114,938.9,938.9,938.9,0.303620251,0.303620251,0.303620251,0.003387788,0.003387788,0.003387788,0.000709422,0.000709422,0.000709422,0.002916922,0.002916922,0.002916922,0.001920615,0.001920615,0.001920615,32.44444444,32.44444444,32.44444444,1,17.0,784.0,1.0,17.0,653.85,0.296987677,0.0,0.000320496,0.001151132,46.52941176
PreciSense,Denmark,Europe,Medical Devices & Equipment,1,10013,9.0,2.0,5.5,2016.0,2016.0,2016.0,0.714285714,0.0,0.357142857,940.7690476,661.7619048,801.2654762,0.304405815,0.220323684,0.2623647495,0.000462464,1.57e-05,0.000239082,0.000177079,0.000109054,0.0001430665,0.000476745,1.19e-05,0.0002443225,0.002941267,1.74e-05,0.0014793335,92.33333333,12.5,52.416666665,3,8.0,889.0,0.571428571,6.0,614.2690476,0.281049079,0.000463222,0.000296801,0.000469185,25.25
OxoN Medica,United States,North America,Drug Development,1,10014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Adaptive Therapeutics,United States,North America,Biotechnology,1,10015,139.0,78.0,108.5,207.0,56.0,131.5,0.202105263,0.134392443,0.168248853,1356.678571,1287.645238,1322.1619045,0.375970807,0.362622433,0.36929662,0.004347188,0.002903677,0.0036254325000000002,0.001291236,0.000824562,0.0010578990000000002,0.00425271,0.002834497,0.0035436035,0.026062765,0.017457224,0.0217599945,92.6025641,75.41007194,84.00631802,2,46.0,1004.0,0.571014493,38.0,907.9285714,0.345862037,7.57e-05,0.000338895,0.012039454,113.4347826
Advion Bioanalytical Labs,United States,North America,Medical Facilities & Services,1,10016,123.0,42.0,72.0,387.0,77.0,199.0,0.394202899,0.164903846,0.189256198,1172.985714,1038.402381,1130.952381,0.3656086,0.330717772,0.358369928,0.003690282,0.00089431,0.001668315,0.001192906,0.000546957,0.000873199,0.003461779,0.000885159,0.001693183,0.048522048,0.009437563,0.036092075,107.875,64.73809524,86.43089431,5,58.0,260.0,0.306110103,36.0,808.802381,0.35289866,0.000700987,0.000583305,0.014656237,76.55172414
InfaCare Pharmaceutical,United States,North America,Drug Development,1,10017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Absys,France,Europe,Disease Diagnosis,1,10018,4.0,2.0,3.0,1691.0,1422.0,1556.5,0.833333333,0.0,0.4166666665,722.2190476,0.0,361.1095238,0.238913285,0.0,0.1194566425,1.58e-05,0.0,7.9e-06,0.000342936,0.000173421,0.00025817850000000003,8.45e-06,0.0,4.225e-06,4.8e-05,2.61e-25,2.4e-05,12.25,1.0,6.625,2,2.0,,1.0,2.0,521.602381,0.242620757,0.0,0.000123613,2.63e-05,14.5
Barrier Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,10020,336.0,7.0,64.0,2251.0,3.0,197.0,0.904761905,0.103944563,0.246959281,1358.469048,932.2285714,1146.319048,0.412672211,0.301519342,0.358861819,0.024628856,7.26e-07,0.001668315,0.003486642,0.000118571,0.000738831,0.026737529,6.3e-07,0.001693183,0.116075085,0.003279158,0.024123953,141.7777778,75.0922619,86.43089431,9,110.0,185.0,0.366138449,49.0,867.2357143,0.373907971,0.002825774,0.001022532,0.039921862,99.03636364
EDCO Group,United States,North America,Healthcare Software,1,10021,11.0,11.0,11.0,2085.0,2085.0,2085.0,0.5,0.5,0.5,847.2095238,847.2095238,847.2095238,0.276927968,0.276927968,0.276927968,0.000129222,0.000129222,0.000129222,0.000222474,0.000222474,0.000222474,9.99e-05,9.99e-05,9.99e-05,0.000679512,0.000679512,0.000679512,26.63636364,26.63636364,26.63636364,1,3.0,1244.0,1.0,3.0,557.2690476,0.255795964,0.0,0.000148857,0.000116301,18.33333333
