node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
ViPS BioMedical Services,United States,North America,Healthcare Software,1,8725,0.419876142,0.262704287,0.352924322,0.029152739,1.76e-05,0.002439518,0.533333333,0.108216666,0.230769231,0.147634715,0.00049892,0.015021112,107.25,14.5,60.52721088,294.0,8.0,46.0,0.004369804,0.00019372,0.000822512,1019.459524,589.7488095,811.4761905,0.031074327,1.07e-05,0.002272129,7,0.372785992,30.0,0.32628239,0.023244343,58.48387097,62.0,0.001340862,541.7833333,0.003701198
Payerpath,United States,North America,Medical Facilities & Services,1,8726,0.356746076,0.308554513,0.314617935,0.003203647,0.000336703,0.00128998,0.285714286,0.163898117,0.241830065,0.015207598,0.00298179,0.004380781,61.24444444,41.27777778,44.23809524,45.0,18.0,21.0,0.000885785,0.000445785,0.000486385,819.3428571,700.5440476,714.7761905,0.003144104,0.00027194,0.001118425,3,0.317043285,18.0,0.346320346,0.004644646,45.68181818,22.0,0.000582852,455.8833333,0.000379693
AviaHealth,United States,North America,Healthcare Software,1,8727,0.392461548,0.292986943,0.364498055,0.011892207,2.09e-07,0.004742177,0.8,0.1,0.15253505550000002,0.050078332,0.001725943,0.017853766,80.4,45.22857143,56.256190475,126.0,5.0,60.0,0.002252688,0.000152992,0.0011511015,916.3666667,655.1928571,840.5345238,0.012055916,2.74e-07,0.0047031805,7,0.369200323,31.0,0.428446005,0.024654843,63.33823529,68.0,0.001425612,542.4,0.001842023
Genteric,United States,North America,Biotechnology,1,8729,0.424453582,0.346499729,0.358688161,0.029209154,0.00088044,0.005920474,0.325757576,0.110377358,0.199161426,0.130096702,0.013810705,0.020505261,67.42857143,60.91320755,62.19642857,265.0,35.0,56.0,0.004012571,0.000637675,0.001169993,1016.283333,792.9928571,828.8595238,0.031551967,0.000810925,0.006080688,3,0.371293854,40.0,0.656862745,0.033998544,83.13461538,52.0,0.001039335,538.7,0.000560543
Micromed Cardiovascular,United States,North America,Medical Devices & Equipment,1,8734,0.417624246,0.300384825,0.397101219,0.029058469,3.08e-06,0.010089629,0.333333333,0.112214765,0.160800667,0.07265772,0.002787334,0.050715036,69.5,61.51333333,68.39090909,150.0,6.0,110.0,0.002820908,0.000162606,0.001842577,964.05,669.8428571,924.8833333,0.030257167,3.3e-06,0.010524626,5,0.387583208,34.0,0.453373016,0.038122149,72.484375,64.0,0.001309291,559.5333333,0.001755899
Celon,Germany,Europe,Medical Devices & Equipment,1,8735,0.23806207,0.23806207,0.23806207,0.0,0.0,0.0,1.0,1.0,1.0,0.00012692,0.00012692,0.00012692,12.83333333,12.83333333,12.83333333,6.0,6.0,6.0,0.000242963,0.000242963,0.000242963,529.472619,529.472619,529.472619,0.0,0.0,0.0,3,,,,,,,,,
FamilyGenetix,United Kingdom,Europe,Medical Facilities & Services,1,8736,0.000468604,0.000468604,0.000468604,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-23,6.3799999999999996e-24,8.339999999999999e-24,3.0,1.333333333,2.1666666665,3.0,1.0,2.0,0.000608073,0.000328695,0.00046838399999999997,1.0,1.0,1.0,0.0,0.0,0.0,3,0.000755287,1.0,0.0,3.19e-108,1.0,1.0,0.000754717,1.0,0.0
Essential Group,United States,North America,Medical Facilities & Services,1,8741,0.392461548,0.312608514,0.337386148,0.011892207,5.94e-05,0.0002715975,0.614379085,0.1,0.335714286,0.032781427,0.005659141,0.010111061000000001,78.91304348,48.6,61.10869565,121.0,15.0,23.0,0.002252688,0.000325895,0.00042826150000000005,913.1666667,708.9261905,768.06785715,0.012055916,4.28e-05,0.0002480605,6,0.360472465,31.0,0.474489796,0.017816907,64.14285714,49.0,0.001085889,524.1,0.001678123
Intercure,United States,North America,Medical Devices & Equipment,1,8742,0.315952537,0.233614436,0.2747834865,0.001485745,0.0,0.0007428725,0.343915344,0.0,0.171957672,0.011310773,0.000159074,0.0057349235,49.76666667,11.0,30.383333335,30.0,3.0,16.5,0.000553182,0.00015033,0.00035175600000000005,731.2059524,520.1789683,625.6924603499999,0.001343196,0.0,0.000671598,2,0.263029058,2.0,1.0,0.000485675,38.5,2.0,0.000154295,366.75,0.0
Carlsson Research,Sweden,Europe,Biotechnology,1,8743,0.256951351,0.256951351,0.256951351,0.004493599,0.004493599,0.004493599,0.3,0.3,0.3,0.000322179,0.000322179,0.000322179,9.714285714,9.714285714,9.714285714,7.0,7.0,7.0,0.000500773,0.000500773,0.000500773,570.5880952,570.5880952,570.5880952,0.004692675,0.004692675,0.004692675,1,0.239590825,5.0,1.0,0.000332629,16.4,5.0,0.000313896,332.1666667,0.0
Rock Creek Pharmacueticals,United States,North America,Drug Development,1,8744,0.41428726,0.342122943,0.3782051015,0.016707937,0.000296373,0.008502154999999999,0.486180486,0.096994112,0.291587299,0.114252056,0.03745945,0.075855753,168.075,84.45689655,126.265948275,464.0,80.0,272.0,0.002834184,0.000473584,0.001653884,1700.533333,1340.602381,1520.567857,0.017720441,0.000260192,0.0089903165,2,0.331380082,44.0,0.955555556,0.011401787,154.2173913,46.0,0.000222132,994.2190476,8.73e-07
Hearthstone Management,United States,North America,Medical Facilities & Services,1,8745,0.3823872,0.3823872,0.3823872,0.007117046,0.007117046,0.007117046,0.155160629,0.155160629,0.155160629,0.028043731,0.028043731,0.028043731,61.58441558,61.58441558,61.58441558,77.0,77.0,77.0,0.001457194,0.001457194,0.001457194,879.75,879.75,879.75,0.006991585,0.006991585,0.006991585,1,0.33813456,17.0,1.0,0.007930804,64.35294118,17.0,0.000434045,481.1666667,0.0
Penwest Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,8746,0.427418827,0.315487046,0.335835063,0.025880039,5.11e-06,2.25e-05,0.867692308,0.111052383,0.777777778,0.175273061,0.021801151,0.035547223,99.17948718,60.79447853,84.76923077,326.0,26.0,39.0,0.004374344,0.000367102,0.000506991,1041.316667,725.9714286,777.0214286,0.028270155,4.32e-06,2.29e-05,5,0.334175615,22.0,0.76,0.011907947,68.69230769,26.0,0.000595895,482.2666667,9.36e-05
Alantos,United States,North America,Biotechnology,1,8747,0.309502197,0.164278352,0.20109105,0.013023922,0.000839664,0.005028316,0.166666667,0.0,0.117241379,0.003519847,5.37e-08,3.81e-06,23.59375,3.25,5.0,32.0,4.0,6.0,0.001264593,0.000416649,0.000513806,705.1880952,358.7845238,443.6242063,0.013062859,0.000839664,0.005028316,5,0.281166702,3.0,0.4,0.001814651,24.33333333,6.0,0.000425466,393.4833333,0.000623337
Otre,Sweden,Europe,Medical Devices & Equipment,1,8749,0.348402412,0.0,0.174201206,0.00869239,0.0,0.004346195,0.228571429,0.0,0.1142857145,0.021484469,1.55e-25,0.0107422345,76.78947368,1.0,38.89473684,38.0,2.0,20.0,0.000885268,0.000468384,0.0006768260000000001,800.8595238,0.0,400.4297619,0.008991492,0.0,0.004495746,3,0.316412443,15.0,0.875,0.004888391,43.0,16.0,0.000601235,448.9666667,0.001384978
HopeLink,United States,North America,Internet Software & Services,1,8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ActivX Biosciences,United States,North America,Biotechnology,1,8753,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Conforma Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Favrille,United States,North America,Pharmaceuticals / Drugs,1,8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
HCORP,United States,North America,Medical Facilities & Services,1,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Illumigen Biosciences,United States,North America,Pharmaceuticals / Drugs,1,8760,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Molecular Reflections,United States,North America,Biotechnology,1,8763,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Novasys Medical,United States,North America,Medical Devices & Equipment,1,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SeniorBridge Family Companies,United States,North America,Medical Facilities & Services,1,8765,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
BioMat System,Sweden,Europe,Biotechnology,1,8769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,2,0.001510574,2.0,1.0,4.51e-96,2.0,2.0,0.000754717,2.0,0.0
DoctorQuality,United States,North America,Healthcare Software,1,8770,0.286374901,0.000937207,0.000937207,0.000202033,0.0,0.0,1.0,0.321428571,1.0,0.00070659,1.4200000000000002e-21,1.94e-21,31.75,2.5,3.25,8.0,2.0,4.0,0.000520089,0.000262787,0.000442532,638.7166667,2.0,2.0,0.000155674,0.0,0.0,6,0.218476737,1.0,0.0,1.58e-05,2.0,1.0,0.000264335,298.5095238,0.0
HealthCite,United States,North America,Healthcare Software,1,8771,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
NeuroVision,Singapore,Asia,Medical Devices & Equipment,1,8773,0.25162965,0.25162965,0.25162965,0.00023622,0.00023622,0.00023622,0.733333333,0.733333333,0.733333333,0.000201791,0.000201791,0.000201791,12.5,12.5,12.5,8.0,8.0,8.0,0.000339295,0.000339295,0.000339295,559.677381,559.677381,559.677381,0.000193644,0.000193644,0.000193644,3,0.227310389,4.0,1.0,3.56e-05,8.5,4.0,0.00044566,314.1857143,0.0
SmartSensor telemed,United Kingdom,Europe,Medical Equipment & Supplies,1,8774,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Collagenesis,United States,North America,Biotechnology,1,8775,0.272049334,0.272049334,0.272049334,0.000328645,0.000328645,0.000328645,0.5,0.5,0.5,0.000621125,0.000621125,0.000621125,19.45454545,19.45454545,19.45454545,11.0,11.0,11.0,0.000344502,0.000344502,0.000344502,609.9654762,609.9654762,609.9654762,0.000309841,0.000309841,0.000309841,1,0.226247759,2.0,1.0,3.44e-05,9.5,2.0,0.000203926,311.4642857,0.0
Opus Medical / Arthrocare,United States,North America,Medical Devices & Equipment,1,8778,0.3823872,0.347554201,0.3649707005,0.007117046,0.002648959,0.004883002500000001,0.234772979,0.155160629,0.194966804,0.028043731,0.01416131,0.0211025205,61.58441558,54.35555556,57.96998557,77.0,45.0,61.0,0.001457194,0.000848192,0.001152693,879.75,800.4928571,840.12142855,0.006991585,0.002641525,0.004816555,2,0.346880328,23.0,0.558404558,0.011823868,62.7037037,27.0,0.0006158,497.75,0.000195206
Praxisline,Germany,Europe,Medical Equipment & Supplies,1,8780,0.366986859,0.309502197,0.338244528,0.033168214,0.013023922,0.023096068,0.117241379,0.07000529,0.0936233345,0.016971932,0.003519847,0.010245889499999999,31.07476636,23.59375,27.33425818,107.0,32.0,69.5,0.003189545,0.001264593,0.002227069,858.6333333,705.1880952,781.91071425,0.033308757,0.013062859,0.023185808000000002,2,0.339682323,65.0,0.715027588,0.094788914,67.37974684,79.0,0.001581788,504.7666667,0.002923924
mice & more,Germany,Europe,Biotechnology,1,8782,0.309502197,0.0,0.1547510985,0.013023922,0.0,0.006511961,0.117241379,0.0,0.0586206895,0.003519847,1.55e-25,0.0017599235,23.59375,1.0,12.296875,32.0,2.0,17.0,0.001264593,0.000468384,0.0008664885000000001,705.1880952,0.0,352.5940476,0.013062859,0.0,0.0065314295,4,,,,,,,,,
Amedis Pharmaceuticals,United Kingdom,Europe,Drug Development,1,8783,0.323347425,0.323347425,0.323347425,0.003921468,0.003921468,0.003921468,0.333333333,0.333333333,0.333333333,0.006496829,0.006496829,0.006496829,38.2972973,38.2972973,38.2972973,37.0,37.0,37.0,0.000928225,0.000928225,0.000928225,737.7666667,737.7666667,737.7666667,0.003771232,0.003771232,0.003771232,2,,,,,,,,,
Gendaq,United Kingdom,Europe,Biotechnology,1,8784,0.366986859,0.276483967,0.328094864,0.033168214,0.000180298,0.0013839575,0.754022989,0.07000529,0.4515873015,0.016971932,0.000622497,0.013517889500000001,65.13157895,31.07476636,41.322916665,107.0,6.0,35.0,0.003189545,0.00022937,0.00062044,858.6333333,617.3952381,753.80714285,0.033308757,0.000106947,0.0013038515,5,0.340826385,65.0,0.74245614,0.094254563,67.80263158,76.0,0.001573822,505.1166667,0.004483433
NewBiotics,United States,North America,Pharmaceuticals / Drugs,1,8786,0.310343235,0.240738429,0.2936802585,0.003409222,0.0,0.0006228255,1.0,0.214285714,0.42494605500000004,0.006181669,0.000187455,0.0035731935000000003,41.25,13.8,34.530555555,36.0,5.0,14.0,0.000875646,0.000181985,0.000381796,712.1440476,535.072619,663.28273805,0.003213951,0.0,0.0005958084999999999,4,0.302730207,7.0,0.277777778,0.002149318,36.0,9.0,0.00042067,426.5666667,0.001020928
Innovaderm,France,Europe,Biotechnology,1,8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PharmaSoft,Sweden,Europe,Healthcare Software,1,8788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,
diaDexus,United States,North America,Disease Diagnosis,1,8792,0.427418827,0.335966789,0.363801288,0.025880039,6.27e-05,0.0022195495,0.58,0.111052383,0.2263061675,0.175273061,0.014328564,0.027205289,78.67741935,60.79447853,72.93341567499999,326.0,27.0,57.0,0.004374344,0.000423414,0.0009612170000000001,1041.316667,769.6428571,839.56785715,0.028270155,4.86e-05,0.00210914,6,0.358268096,28.0,0.358843537,0.020745525,64.95918367,49.0,0.001057266,522.8833333,0.00112849
Imstar,France,Europe,Medical Devices & Equipment,1,8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SeniorBridge,United States,North America,Medical Facilities & Services,1,8795,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Caducee.net,France,Europe,Healthcare Software,1,8797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Cancer Vaccines,United Kingdom,Europe,Biotechnology,1,8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.002416918,3.0,1.0,8.44e-87,3.333333333,3.0,0.000786876,3.5,0.0
Forte Visio Medica,Sweden,Europe,Medical Devices & Equipment,1,8799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,2,0.001510574,2.0,1.0,4.51e-96,2.0,2.0,0.000754717,2.0,0.0
Danum,United Kingdom,Europe,Healthcare Software,1,8800,0.260388305,0.260388305,0.260388305,0.0,0.0,0.0,0.0,0.0,0.0,0.000235422,0.000235422,0.000235422,107.0,107.0,107.0,1.0,1.0,1.0,9.57e-05,9.57e-05,9.57e-05,579.5285714,579.5285714,579.5285714,0.0,0.0,0.0,2,0.243735269,1.0,0.0,0.001365994,67.0,1.0,0.0001296,339.4095238,0.0
Microprevention Tests,United Kingdom,Europe,Stealth Mode,1,8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.002416918,3.0,1.0,8.44e-87,3.333333333,3.0,0.000786876,3.5,0.0
NextGen Sciences,United Kingdom,Europe,Disease Diagnosis,1,8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Pointilliste,United States,North America,Biotechnology,1,8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
T-cellic,Denmark,Europe,Medical Devices & Equipment,1,8805,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
InforMedix Holdings,United States,North America,Medical Devices & Equipment,1,8806,0.000937207,0.000937207,0.000937207,0.0,0.0,0.0,1.0,1.0,1.0,1.94e-21,1.4200000000000002e-21,1.94e-21,4.0,2.5,2.5,4.0,2.0,4.0,0.000520089,0.000364975,0.000520089,2.0,2.0,2.0,0.0,0.0,0.0,3,,,,,,,,,
Weston Medical,United Kingdom,Europe,Drug Delivery,1,8808,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Medtronic Percusurge,United States,North America,Medical Devices & Equipment,1,8809,0.392102233,0.34016971,0.388280747,0.010636115,0.000840193,0.006012435,0.240641711,0.122920635,0.208706786,0.092320478,0.011261545,0.050078332,76.78947368,60.61904762,72.36129032,155.0,36.0,126.0,0.002170565,0.000677027,0.001966983,924.7595238,780.2928571,916.3666667,0.011264485,0.000777771,0.006720529,5,0.368589064,29.0,0.399659864,0.01859201,61.12244898,49.0,0.00111375,532.8666667,0.003887292
Astex Therapeutics,United Kingdom,Europe,Drug Development,1,8814,0.417624246,0.38436048,0.40099236299999996,0.029058469,0.003434877,0.016246673,0.196336996,0.112214765,0.15427588050000002,0.066491174,0.044752678,0.055621926,73.10989011,61.51333333,67.31161172,150.0,91.0,120.5,0.002820908,0.001437743,0.0021293255000000002,964.05,891.3595238,927.7047619,0.030257167,0.003569172,0.016913169500000002,2,0.370675649,34.0,0.643848289,0.02808213,74.08510638,47.0,0.00096766,534.2333333,0.000270862
GeneMachines,United States,North America,Biotechnology,1,8817,0.417624246,0.378083129,0.3978536875,0.029058469,0.005707325,0.017382897,0.158766419,0.112214765,0.135490592,0.066491174,0.041740987,0.0541160805,61.51333333,58.1047619,59.809047615,150.0,105.0,127.5,0.002820908,0.001708317,0.0022646125,964.05,885.0761905,924.5630952500001,0.030257167,0.005645686,0.0179514265,2,0.376060464,34.0,0.576168929,0.028219617,71.71153846,52.0,0.001058087,542.5,0.00060253
GetWellness,Switzerland,Europe,Medical Facilities & Services,1,8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Rodo Tech,Germany,Europe,Biotechnology,1,8819,0.303740188,0.303740188,0.303740188,0.001048315,0.001048315,0.001048315,0.305263158,0.305263158,0.305263158,0.004779754,0.004779754,0.004779754,34.63636364,34.63636364,34.63636364,22.0,22.0,22.0,0.000561103,0.000561103,0.000561103,686.1547619,686.1547619,686.1547619,0.001048692,0.001048692,0.001048692,1,0.285566694,4.0,1.0,0.00212685,51.0,4.0,0.000226516,399.1166667,0.0
VetExchange.com,United States,North America,Medical Facilities & Services,1,8820,0.000468604,0.000468604,0.000468604,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-23,6.3799999999999996e-24,8.339999999999999e-24,3.0,1.333333333,2.1666666665,3.0,1.0,2.0,0.000608073,0.000328695,0.00046838399999999997,1.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,,,,
Morphotek,United States,North America,Pharmaceuticals / Drugs,1,8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FILT,Germany,Europe,Medical Facilities & Services,1,8822,0.230161851,0.230161851,0.230161851,0.0,0.0,0.0,1.0,1.0,1.0,5.02e-05,5.02e-05,5.02e-05,10.5,10.5,10.5,4.0,4.0,4.0,0.000243085,0.000243085,0.000243085,508.5142857,508.5142857,508.5142857,0.0,0.0,0.0,2,0.236485866,3.0,1.0,0.000262695,19.33333333,3.0,0.000260799,327.5261905,0.0
FRIZ Biochem,Germany,Europe,Disease Diagnosis,1,8823,0.378500808,0.295718049,0.309502197,0.013023922,0.000750905,0.003559374,0.424242424,0.117241379,0.337576822,0.047629886,0.002880369,0.003519847,87.10294118,23.59375,33.64285714,68.0,14.0,32.0,0.001264593,0.000382337,0.001139912,870.6833333,663.6380952,705.1880952,0.013062859,0.000723995,0.00368205,3,0.323398888,12.0,1.0,0.010883502,78.41666667,12.0,0.000333002,456.7166667,0.0
iW Technologies,Canada,North America,Healthcare Software,1,8825,0.338891129,0.338891129,0.338891129,0.000893312,0.000893312,0.000893312,0.276679842,0.276679842,0.276679842,0.011482343,0.011482343,0.011482343,73.73913043,73.73913043,73.73913043,23.0,23.0,23.0,0.000481489,0.000481489,0.000481489,775.0095238,775.0095238,775.0095238,0.00079954,0.00079954,0.00079954,1,0.280741229,13.0,1.0,0.001070899,26.0,13.0,0.00045498,396.9666667,0.0
IS2,Canada,North America,Medical Devices & Equipment,1,8826,0.338891129,0.338891129,0.338891129,0.000893312,0.000893312,0.000893312,0.276679842,0.276679842,0.276679842,0.011482343,0.011482343,0.011482343,73.73913043,73.73913043,73.73913043,23.0,23.0,23.0,0.000481489,0.000481489,0.000481489,775.0095238,775.0095238,775.0095238,0.00079954,0.00079954,0.00079954,1,0.280741229,13.0,1.0,0.001070899,26.0,13.0,0.00045498,396.9666667,0.0
Oxford Natural Products,United Kingdom,Europe,Pharmaceuticals / Drugs,1,8827,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Accuro,Sweden,Europe,Biotechnology,1,8829,0.348402412,0.250892598,0.29964750500000004,0.00869239,0.0,0.004346195,0.228571429,0.0,0.1142857145,0.021484469,0.000297989,0.010891228999999999,76.78947368,38.0,57.39473684,38.0,1.0,19.5,0.000885268,9.06e-05,0.00048793400000000003,800.8595238,555.872619,678.3660714,0.008991492,0.0,0.004495746,2,0.316502409,15.0,0.801470588,0.004964305,41.17647059,17.0,0.000594559,449.4666667,0.001078723
BonAlyse,Finland,Europe,Healthcare Software,1,8830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,2,0.000755287,1.0,0.0,3.19e-108,1.0,1.0,0.000754717,1.0,0.0
CardioDex,Israel,Asia,Medical Devices & Equipment,1,8832,0.001507874,0.001091909,0.0012998915,2.45e-06,0.0,1.225e-06,0.0,0.0,0.0,4.87e-19,9.99e-20,2.9344999999999997e-19,4.0,2.5,3.25,4.0,1.0,2.5,0.000445109,0.000185101,0.000315105,4.666666667,3.416666667,4.041666667,2.45e-06,0.0,1.225e-06,3,0.002953525,3.0,0.5,5.2000000000000005e-79,3.0,4.0,0.000778425,6.583333333,6.87e-06
ComMedica,United Kingdom,Europe,Healthcare Software,1,8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
CellCure,Denmark,Europe,Biotechnology,1,8834,0.296843418,0.296843418,0.296843418,0.001901154,0.001901154,0.001901154,0.213675214,0.213675214,0.213675214,0.000912306,0.000912306,0.000912306,34.88888889,34.88888889,34.88888889,27.0,27.0,27.0,0.000407489,0.000407489,0.000407489,1232.366667,1232.366667,1232.366667,0.001924902,0.001924902,0.001924902,2,0.279513531,9.0,1.0,7.68e-05,23.88888889,9.0,0.000153086,893.2869048,0.0
GenoVision,Norway,Europe,Medical Equipment & Supplies,1,8835,0.320025156,0.239426228,0.281898084,0.001060556,0.0,0.00088059,1.0,0.25,0.754022989,0.010073377,0.0001641,0.00159355,51.3125,11.5,27.1,32.0,4.0,10.0,0.000562508,0.000170719,0.000387101,733.9214286,531.6738095,634.9059524,0.001018469,0.0,0.00083637,5,0.291779547,4.0,0.4,0.001833368,34.6,5.0,0.000305251,407.1666667,0.000469432
Inion,Finland,Europe,Biotechnology,1,8836,0.254811045,0.254811045,0.254811045,0.000323581,0.000323581,0.000323581,0.166666667,0.166666667,0.166666667,0.000310752,0.000310752,0.000310752,9.666666667,9.666666667,9.666666667,6.0,6.0,6.0,0.000332349,0.000332349,0.000332349,565.2547619,565.2547619,565.2547619,0.000223844,0.000223844,0.000223844,2,0.240159433,5.0,1.0,0.000124604,10.2,5.0,0.000417414,333.15,0.0
Invenux,United States,North America,Drug Development,1,8837,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Megamedics,Germany,Europe,Biotechnology,1,8839,0.309502197,0.309502197,0.309502197,0.013023922,0.013023922,0.013023922,0.117241379,0.117241379,0.117241379,0.003519847,0.003519847,0.003519847,23.59375,23.59375,23.59375,32.0,32.0,32.0,0.001264593,0.001264593,0.001264593,705.1880952,705.1880952,705.1880952,0.013062859,0.013062859,0.013062859,3,0.000755287,1.0,0.0,3.19e-108,1.0,1.0,0.000754717,1.0,0.0
Phoenix Chemicals,United Kingdom,Europe,Pharmaceuticals / Drugs,1,8840,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Variom,Germany,Europe,Medical Equipment & Supplies,1,8842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-25,1.55e-25,1.55e-25,1.0,1.0,1.0,2.0,2.0,2.0,0.000468384,0.000468384,0.000468384,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000755287,1.0,0.0,3.19e-108,1.0,1.0,0.000754717,1.0,0.0
